order_id,supplier_name,supplier_id,product_id,product_name,quantity,unit_cost,order_date,expected_delivery,actual_delivery,transport_mode,weight_kg_total
PO-000173,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.38,2024-07-10,2024-07-23,2024-07-22,ROAD,289.0
PO-000174,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.01,2024-08-09,2024-08-22,2024-08-21,ROAD,289.0
PO-000175,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.01,2024-09-04,2024-09-18,2024-09-19,ROAD,289.0
PO-000176,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.04,2024-09-29,2024-10-13,2024-10-12,ROAD,289.0
PO-000177,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.11,2024-11-01,2024-11-16,2024-11-17,ROAD,289.0
PO-000178,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,12.76,2024-11-28,2024-12-09,2024-12-11,ROAD,289.0
PO-000179,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,300,12.96,2024-12-28,2025-01-10,2025-01-12,ROAD,433.5
PO-000180,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,100,13.26,2025-01-25,2025-02-09,2025-02-12,ROAD,144.5
PO-000181,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,100,13.23,2025-02-25,2025-03-14,2025-03-14,ROAD,144.5
PO-000181,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,102,13.23,2025-02-25,2025-03-14,2025-03-14,ROAD,144.5
PO-000182,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.46,2025-03-24,2025-04-05,2025-04-04,ROAD,289.0
PO-000183,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,12.81,2025-04-25,2025-05-11,2025-05-13,ROAD,289.0
PO-000184,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.1,2025-05-20,2025-06-04,2025-06-04,ROAD,289.0
PO-000185,MedTrade SRL,SUP-006,PRD-94724,Sponge Scourers 10-Pack,200,13.34,2025-06-14,2025-06-27,2025-06-27,ROAD,289.0
PO-000186,MEDTRADE,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.12,2025-07-12,2025-07-24,2025-07-25,ROAD,289.0
PO-000187,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,12.72,2025-08-12,2025-08-22,2025-08-25,ROAD,289.0
PO-000188,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.45,2025-09-11,2025-09-21,2025-09-24,ROAD,289.0
PO-000189,MEDTRADE,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.17,2025-10-14,2025-10-26,2025-10-27,ROAD,289.0
PO-000190,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,-200,13.21,2025-11-17,2025-11-29,2025-11-29,ROAD,289.0
PO-000191,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,300,12.95,2025-12-18,2026-01-01,2025-12-31,ROAD,433.5
PO-000192,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,200,8.28,2024-01-01,2024-01-07,2024-01-06,ROAD,283.6
PO-000193,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,200,8.22,2024-01-28,2024-02-02,2024-02-03,ROAD,283.6
PO-000194,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,200,8.1,2024-02-26,2024-03-03,2024-03-02,ROAD,283.6
PO-000195,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.26,2024-04-01,2024-04-04,2024-04-07,ROAD,425.4
PO-000196,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.45,2024-05-03,2024-05-07,2024-05-06,ROAD,425.4
PO-000197,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.58,2024-06-04,2024-06-07,2024-06-10,ROAD,425.4
PO-000198,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.15,2024-06-29,2024-07-03,2024-07-03,ROAD,425.4
PO-000199,Brit Goods Limited,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.04,2024-08-03,2024-08-08,2024-08-07,ROAD,425.4
PO-000200,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.16,2024-08-29,2024-09-03,2024-09-02,ROAD,425.4
PO-000201,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.37,2024-09-26,2024-10-01,2024-10-04,ROAD,425.4
PO-000202,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.47,2024-10-21,2024-10-25,2024-10-26,ROAD,425.4
PO-000203,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,400,8.4,2024-11-23,2024-11-26,2024-11-29,ROAD,567.2
PO-000204,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,400,8.55,2024-12-26,2024-12-31,2024-12-30,ROAD,567.2
PO-000205,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,200,8.32,2025-01-25,2025-01-30,2025-02-01,ROAD,283.6
PO-000206,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,200,7.99,20-Feb-25,2025-02-24,2025-02-23,ROAD,283.6
PO-000207,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,200,8.26,2025-03-23,2025-03-26,2025-03-28,ROAD,283.6
PO-000208,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.02,2025-04-26,2025-04-29,2025-04-29,ROAD,425.4
PO-000209,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.05,2025-05-29,2025-06-01,2025-06-02,ROAD,425.4
PO-000210,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.05,2025-06-27,2025-07-01,2025-07-01,ROAD,425.4
PO-000211,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.58,2025-07-23,2025-07-28,2025-07-27,ROAD,425.4
PO-000212,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.19,2025-08-19,2025-08-23,2025-08-26,ROAD,425.4
PO-000213,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.29,2025-09-16,2025-09-20,2025-09-22,ROAD,425.4
PO-000214,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,300,8.26,2025-10-13,2025-10-16,2025-10-17,ROAD,425.4
PO-000215,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,400,8.35,2025-11-14,2025-11-18,2025-11-18,ROAD,567.2
PO-000216,BritGoods Ltd,SUP-001,PRD-00012,Paper Towels 12-Roll,400,8.4,2025-12-15,2025-12-19,2025-12-21,ROAD,567.2
PO-000217,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,192,9.41,2024-01-22,2024-02-06,2024-02-09,ROAD,145.15
PO-000218,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,192,9.1,2024-02-17,2024-03-02,2024-03-05,ROAD,145.15
PO-000219,Med Trade S.R.L.,SUP-006,PRD-00013,Rubber Gloves Medium Pair,192,9.5,2024-03-23,2024-04-07,2024-04-06,ROAD,145.15
PO-000220,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.43,2024-04-20,2024-05-03,2024-05-06,ROAD,181.44
PO-000221,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.31,2024-05-24,2024-06-05,2024-06-08,ROAD,181.44
PO-000222,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.9,2024-06-22,2024-07-02,2024-07-01,ROAD,181.44
PO-000223,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.46,2024-07-22,2024-08-02,2024-08-02,ROAD,181.44
PO-000224,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.65,2024-08-23,2024-09-02,2024-09-02,ROAD,181.44
PO-000225,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.7,2024-09-24,2024-10-08,2024-10-08,ROAD,181.44
PO-000226,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.78,2024-10-27,2024-11-08,2024-11-10,ROAD,181.44
PO-000227,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,336,9.55,2024-11-22,2024-12-02,2024-12-05,ROAD,254.02
PO-000228,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,336,9.6,2024-12-21,2025-01-01,2025-01-02,ROAD,254.02
PO-000229,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,192,9.13,2025-01-22,2025-02-05,2025-02-05,ROAD,145.15
PO-000230,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,192,9.69,2025-02-26,2025-03-12,2025-03-14,ROAD,145.15
PO-000231,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,192,9.91,2025-03-24,2025-04-06,2025-04-07,ROAD,145.15
PO-000232,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.66,2025-04-19,2025-05-06,2025-05-07,ROAD,181.44
PO-000233,MedTrade SRL,SUP-006,PRD-94323,Rubber Gloves Medium Pair,240,9.32,2025-05-21,2025-06-02,2025-06-03,ROAD,181.44
PO-000234,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.51,2025-06-22,2025-07-05,2025-07-07,ROAD,181.44
PO-000235,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.56,2025-07-21,2025-08-02,2025-08-02,ROAD,181.44
PO-000236,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.45,2025-08-24,2025-09-04,2025-09-04,ROAD,181.44
PO-000237,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.38,2025-09-22,2025-10-04,2025-10-06,ROAD,181.44
PO-000237,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.38,2025-09-22,2025-10-04,2025-10-06,ROAD,181.44
PO-000238,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,240,9.35,2025-10-27,2025-11-08,2025-11-07,ROAD,181.44
PO-000239,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,336,9.45,2025-11-27,2025-12-10,2025-12-11,ROAD,254.02
PO-000240,MedTrade SRL,SUP-006,PRD-00013,Rubber Gloves Medium Pair,336,9.99,2025-12-30,2026-01-13,2026-01-16,ROAD,254.02
PO-000241,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,200,7.49,2024-01-30,2024-02-10,2024-02-11,ROAD,197.2
PO-000242,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.55,2024-03-02,2024-03-11,2024-03-14,ROAD,295.8
PO-000243,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.35,2024-03-27,2024-04-05,2024-04-05,ROAD,295.8
PO-000244,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.33,2024-04-23,2024-05-02,2024-05-05,ROAD,295.8
PO-000245,EUROFAST,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.17,2024-05-25,2024-06-01,2024-06-03,ROAD,295.8
PO-000246,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.62,2024-06-19,2024-06-26,2024-06-25,ROAD,295.8
PO-000247,EuroFast GmbH,SUP-002,PRD-95735,Oven Cleaner 300ml,300,7.37,2024-07-22,2024-08-01,2024-08-02,ROAD,295.8
PO-000248,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.65,2024-08-19,2024-08-27,2024-08-30,ROAD,295.8
PO-000249,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.78,2024-09-17,2024-09-24,2024-09-27,ROAD,295.8
PO-000250,EUROFAST,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.64,2024-10-17,2024-10-26,2024-10-27,ROAD,295.8
PO-000251,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,400,7.49,2024-11-19,2024-11-29,2024-12-01,ROAD,394.4
PO-000252,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,400,7.4,20-Dec-24,2024-12-29,2024-12-30,ROAD,394.4
PO-000253,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,200,7.3,2025-01-22,2025-01-30,2025-01-31,ROAD,197.2
PO-000254,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,200,7.61,2025-02-16,2025-02-26,2025-02-26,ROAD,197.2
PO-000255,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.67,2025-03-20,2025-03-29,2025-03-31,ROAD,295.8
PO-000256,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.5,2025-04-20,2025-05-01,2025-05-04,ROAD,295.8
PO-000257,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.73,2025-05-16,2025-05-25,2025-05-27,ROAD,295.8
PO-000258,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.65,2025-06-17,2025-06-27,2025-06-30,ROAD,295.8
PO-000259,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.37,2025-07-13,2025-07-24,2025-07-23,ROAD,295.8
PO-000260,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.89,2025-08-08,2025-08-18,2025-08-18,ROAD,295.8
PO-000261,Eurofast GMBH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.23,2025-09-12,2025-09-24,2025-09-24,ROAD,295.8
PO-000262,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,300,7.51,2025-10-14,2025-10-23,2025-10-23,ROAD,295.8
PO-000263,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,400,7.58,2025-11-09,2025-11-19,2025-11-19,ROAD,394.4
PO-000264,EuroFast GmbH,SUP-002,PRD-00014,Oven Cleaner 300ml,400,7.59,2025-12-11,2025-12-18,2025-12-17,ROAD,394.4
PO-000265,EuroFast GmbH,SUP-002,PRD-00015,Drain Unblocker 500ml,336,2.41,2024-01-25,2024-02-04,2024-02-03,ROAD,256.7
PO-000266,EuroFast GmbH,SUP-002,PRD-00015,Drain Unblocker 500ml,384,2.48,2024-03-30,2024-04-08,2024-04-07,ROAD,293.38
PO-000267,EuroFast GmbH,SUP-002,PRD-00015,Drain Unblocker 500ml,432,2.44,2024-05-31,2024-06-07,2024-06-09,ROAD,330.05
PO-000268,EuroFast GmbH,SUP-002,PRD-00015,Drain Unblocker 500ml,480,2.4,2024-07-26,2024-08-02,2024-08-04,ROAD,366.72
PO-000269,EuroFast GmbH,SUP-002,PRD-00015,Drain Unblocker 500ml,432,2.58,2024-09-25,2024-10-06,2024-10-07,ROAD,330.05
PO-000270,EuroFast GmbH,SUP-002,PRD-00015,Drain Unblocker 500ml,576,2.4,2024-11-27,2024-12-05,2024-12-07,ROAD,440.06
PO-000271,EuroFast GmbH,SUP-002,PRD-00015,Drain Unblocker 500ml,336,2.46,2025-01-26,2025-02-03,2025-02-02,ROAD,256.7
PO-000272,EuroFast GmbH,SUP-002,PRD-00015,Drain Unblocker 500ml,384,2.39,2025-03-31,2025-04-09,2025-04-10,ROAD,293.38
PO-000273,EuroFast GmbH,SUP-002,PRD-00015,Drain Unblocker 500ml,432,2.46,2025-05-31,2025-06-10,2025-06-10,ROAD,330.05
PO-000274,EuroFast GmbH,SUP-002,PRD-00015,Drain Unblocker 500ml,480,2.48,2025-07-26,2025-08-02,2025-08-01,ROAD,366.72
PO-000275,EuroFast GmbH,SUP-002,PRD-00015,Drain Unblocker 500ml,432,2.47,2025-09-28,2025-10-08,2025-10-10,ROAD,330.05
PO-000276,EuroFast GmbH,SUP-002,PRD-00015,Drain Unblocker 500ml,624,2.39,2025-12-01,2025-12-12,2025-12-15,ROAD,476.74
PO-000277,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,240,4.21,2024-01-17,2024-01-25,2024-01-24,ROAD,148.8
PO-000278,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,300,4.01,03/06/2024,2024-03-14,2024-03-16,ROAD,186.0
PO-000279,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,312,4.19,2024-04-21,2024-04-29,2024-04-30,ROAD,193.44
PO-000280,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,348,4.2,2024-06-09,2024-06-19,2024-06-20,ROAD,215.76
PO-000281,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,360,4.16,2024-07-23,2024-08-02,2024-08-03,ROAD,223.2
PO-000282,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,324,4.22,2024-09-10,2024-09-20,2024-09-20,ROAD,200.88
PO-000283,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,360,4.32,2024-10-29,2024-11-06,2024-11-07,ROAD,223.2
PO-000284,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,492,4.39,2024-12-18,2024-12-28,2024-12-29,ROAD,305.04
PO-000285,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,264,4.21,2025-02-06,2025-02-14,2025-02-16,ROAD,163.68
PO-000286,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,300,4.24,2025-03-24,2025-04-05,2025-04-06,ROAD,186.0
PO-000287,NORDICSUPPLY,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,324,4.21,2025-05-13,2025-05-23,2025-05-24,ROAD,200.88
PO-000288,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,348,4.26,2025-06-28,2025-07-11,2025-07-12,ROAD,215.76
PO-000289,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,348,4.3,2025-08-12,2025-08-25,2025-08-27,ROAD,215.76
PO-000290,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,324,4.16,2025-09-26,2025-10-06,2025-10-05,ROAD,200.88
PO-000291,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,444,4.1,2025-11-05,2025-11-16,2025-11-17,ROAD,275.28
PO-000292,NordicSupply AS,SUP-005,PRD-00016,Moisturising Hand Cream 100ml,492,4.25,2025-12-23,2026-01-02,2026-01-01,ROAD,305.04
PO-000293,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,108,14.07,2024-01-09,2024-01-19,2024-01-20,ROAD,23.65
PO-000294,NORDICSUPPLY,SUP-005,PRD-00017,Daily Shampoo 400ml,114,13.98,2024-02-06,2024-02-17,2024-02-16,ROAD,24.97
PO-000295,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,126,14.16,2024-03-04,2024-03-14,2024-03-15,ROAD,27.59
PO-000296,NordicSupply,SUP-005,PRD-00017,Daily Shampoo 400ml,132,13.99,2024-04-06,2024-04-19,2024-04-22,ROAD,28.91
PO-000297,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,138,14.69,2024-05-11,2024-05-23,2024-05-22,SEA,30.22
PO-000298,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,144,14.83,2024-06-08,2024-06-22,2024-06-21,ROAD,31.54
PO-000299,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,156,14.33,2024-07-12,2024-07-21,2024-07-23,ROAD,34.16
PO-000300,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,144,13.95,2024-08-08,2024-08-20,2024-08-19,ROAD,31.54
PO-000301,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,138,14.07,2024-09-08,2024-09-19,2024-09-22,ROAD,30.22
PO-000302,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,156,14.42,2024-10-10,2024-10-22,2024-10-23,SEA,34.16
PO-000303,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,192,13.98,2024-11-08,2024-11-21,2024-11-21,ROAD,42.05
PO-000304,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,210,14.25,2024-12-09,2024-12-19,2024-12-18,ROAD,45.99
PO-000304,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,212,14.25,2024-12-09,2024-12-19,2024-12-18,ROAD,45.99
PO-000305,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,108,14.2,2025-01-12,2025-01-24,2025-01-24,ROAD,23.65
PO-000306,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,114,13.81,2025-02-10,2025-02-22,2025-02-22,SEA,24.97
PO-000307,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,126,14.34,2025-03-10,2025-03-19,2025-03-21,ROAD,27.59
PO-000308,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,132,14.3,2025-04-13,2025-04-25,2025-04-26,ROAD,28.91
PO-000309,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,138,14.0,2025-05-09,2025-05-20,2025-05-22,ROAD,30.22
PO-000310,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,144,14.25,2025-06-08,2025-06-17,2025-06-16,ROAD,31.54
PO-000311,NORDICSUPPLY,SUP-005,PRD-00017,Daily Shampoo 400ml,156,14.08,2025-07-08,2025-07-21,2025-07-24,SEA,34.16
PO-000312,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,144,14.05,2025-08-05,2025-08-17,2025-08-20,SEA,31.54
PO-000313,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,144,13.98,2025-08-31,2025-09-12,2025-09-12,SEA,31.54
PO-000314,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,156,13.65,2025-10-03,2025-10-11,2025-10-11,ROAD,34.16
PO-000315,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,156,144.4,2025-10-30,2025-11-07,2025-11-08,ROAD,34.16
PO-000316,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,192,14.15,2025-11-25,2025-12-03,2025-12-06,ROAD,42.05
PO-000317,NordicSupply AS,SUP-005,PRD-00017,Daily Shampoo 400ml,210,13.97,2025-12-27,2026-01-07,2026-01-07,ROAD,45.99
PO-000318,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.3,2024-01-16,2024-01-24,2024-01-27,ROAD,42.0
PO-000319,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,15.79,02/19/2024,2024-02-28,2024-03-02,ROAD,42.0
PO-000320,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.19,2024-03-23,2024-04-01,2024-04-01,ROAD,42.0
PO-000321,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.07,2024-04-21,2024-04-29,2024-04-28,ROAD,42.0
PO-000322,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.43,2024-05-18,2024-05-26,2024-05-28,ROAD,42.0
PO-000323,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,15.76,2024-06-13,2024-06-20,2024-06-19,ROAD,42.0
PO-000324,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.03,2024-07-18,2024-07-29,2024-07-30,RAIL,42.0
PO-000325,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.31,2024-08-16,2024-08-23,2024-08-22,,42.0
PO-000326,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,15.45,2024-09-14,2024-09-22,2024-09-21,ROAD,42.0
PO-000327,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.21,2024-10-19,2024-10-28,2024-10-31,ROAD,42.0
PO-000328,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,200,16.53,2024-11-13,2024-11-20,2024-11-20,ROAD,84.0
PO-000329,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,200,164.4,2024-12-18,2024-12-26,2024-12-25,ROAD,84.0
PO-000330,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.09,2025-01-19,2025-01-27,2025-01-29,ROAD,42.0
PO-000331,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.28,2025-02-18,2025-02-25,2025-02-28,ROAD,42.0
PO-000332,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.25,2025-03-15,2025-03-24,2025-03-27,ROAD,42.0
PO-000333,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.13,2025-04-16,2025-04-24,2025-04-26,ROAD,42.0
PO-000334,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,15.87,2025-05-17,2025-05-26,2025-05-27,ROAD,42.0
PO-000335,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.05,2025-06-14,2025-06-25,2025-06-28,RAIL,42.0
PO-000336,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.18,2025-07-15,2025-07-23,2025-07-22,ROAD,42.0
PO-000337,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.23,2025-08-19,2025-08-26,2025-08-25,,42.0
PO-000338,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.07,2025-09-20,2025-10-01,2025-10-04,RAIL,42.0
PO-000339,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,100,16.08,2025-10-22,2025-10-29,2025-10-31,ROAD,42.0
PO-000340,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,200,16.0,2025-11-17,2025-11-29,2025-11-30,ROAD,84.0
PO-000341,EuroFast GmbH,SUP-002,PRD-00018,Conditioner 400ml,200,16.37,2025-12-16,2025-12-26,2025-12-28,ROAD,84.0
PO-000342,AsiaSource Co,SUP-003,PRD-00019,Body Lotion 250ml,228,2.5,2024-01-07,2024-01-25,2024-01-25,SEA,181.72
PO-000343,AsiaSource Co,SUP-003,PRD-00019,Body Lotion 250ml,270,2.52,2024-03-12,2024-04-10,2024-04-09,SEA,215.19
PO-000344,AsiaSource Co,SUP-003,PRD-00019,Body Lotion 250ml,300,2.43,2024-05-14,2024-06-18,2024-06-18,SEA,239.1
PO-000345,AsiaSource Co,SUP-003,PRD-00019,Body Lotion 250ml,336,2.43,2024-07-18,2024-08-19,2024-08-19,SEA,267.79
PO-000346,AsiaSource Co,SUP-003,PRD-00019,Body Lotion 250ml,300,2.53,2024-09-20,2024-10-09,2024-10-10,SEA,239.1
PO-000347,AsiaSource Co,SUP-003,PRD-00019,Body Lotion 250ml,408,2.47,2024-11-18,2024-12-10,2024-12-12,SEA,325.18
PO-000348,AsiaSource Co,SUP-003,PRD-00019,Body Lotion 250ml,228,2.48,2025-01-18,2025-02-15,2025-02-17,SEA,181.72
