DateKey,reporting_period,Year,MonthNumber,supplier_id,supplier_name,country_of_origin,region,transport_mode,transport_mode_label,shipment_count,total_weight_kg,total_units_shipped,total_carbon_kg_co2e,total_carbon_tonnes,carbon_per_unit_kg,carbon_saved_vs_air_kg,total_order_value_gbp,reliability_score
20250601,2025-06,2025,6,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),4,660.1099999999999,726,92.42,0.0924,0.1273,463.93,6838.56,0.91
20250601,2025-06,2025,6,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,281.58,444,87.85,0.0879,0.1979,3217.61,2353.8,0.78
20250601,2025-06,2025,6,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),4,1243.46,698,31.09,0.0311,0.0445,156.05,6588.24,0.96
20250601,2025-06,2025,6,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,921.12,360,23.03,0.023,0.064,115.6,3126.0,0.98
20250601,2025-06,2025,6,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),3,127.32,216,22.41,0.0224,0.1038,820.7,5038.56,0.8
20250701,2025-07,2025,7,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,5,450.54,522,1491.74,1.4917,2.8577,0.0,9047.6,0.76
20250701,2025-07,2025,7,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),11,3495.87,2348,629.26,0.6293,0.268,3158.87,16893.28,0.85
20250701,2025-07,2025,7,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),8,1903.58,1818,266.5,0.2665,0.1466,1337.84,9691.86,0.91
20250701,2025-07,2025,7,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),8,1148.29,1718,126.31,0.1263,0.0735,634.09,9130.66,0.93
20250701,2025-07,2025,7,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,AIR,Air Freight,1,27.84,96,112.29,0.1123,1.1697,0.0,1708.8,0.8
20250701,2025-07,2025,7,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,101.12,348,31.55,0.0315,0.0907,1155.5,3332.16,0.78
20250701,2025-07,2025,7,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,810.6,540,20.26,0.0203,0.0375,101.73,2270.4,0.98
20250701,2025-07,2025,7,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),4,647.9200000000001,840,16.2,0.0162,0.0193,81.31,6422.0,0.96
20250801,2025-08,2025,8,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,3,347.0,378,1148.92,1.1489,3.0395,0.0,5264.34,0.76
20250801,2025-08,2025,8,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),6,1511.16,1164,272.01,0.272,0.2337,1365.48,7638.799999999999,0.85
20250801,2025-08,2025,8,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),3,368.91,684,115.1,0.1151,0.1683,4215.53,4096.8,0.78
20250801,2025-08,2025,8,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),2,475.06,384,66.51,0.0665,0.1732,333.87,3876.96,0.91
20250801,2025-08,2025,8,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),3,282.04999999999995,394,31.03,0.031,0.0788,155.75,4272.6,0.93
20250801,2025-08,2025,8,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,921.12,360,23.03,0.023,0.064,115.6,3120.0,0.98
20250801,2025-08,2025,8,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),3,918.01,544,22.95,0.0229,0.0422,115.21,4614.12,0.96
20250801,2025-08,2025,8,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,87.53,168,15.41,0.0154,0.0917,564.22,3723.6,0.8
20250901,2025-09,2025,9,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,3,231.87,244,767.72,0.7677,3.1464,0.0,5132.96,0.76
20250901,2025-09,2025,9,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),8,2177.84,1594,392.01,0.392,0.2459,1967.9,10577.94,0.85
20250901,2025-09,2025,9,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),8,1742.07,1650,243.89,0.2439,0.1478,1224.33,8661.78,0.91
20250901,2025-09,2025,9,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),7,1861.9,1598,204.81,0.2048,0.1282,1028.14,7005.76,0.93
20250901,2025-09,2025,9,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,285.12,456,88.96,0.089,0.1951,3258.07,2552.52,0.78
20250901,2025-09,2025,9,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),3,1365.34,684,34.13,0.0341,0.0499,171.35,4056.6,0.98
20250901,2025-09,2025,9,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),4,1186.79,786,29.67,0.0297,0.0377,148.94,6603.48,0.96
20250901,2025-09,2025,9,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,SEA,Sea (Container),1,161.2,200,17.54,0.0175,0.0877,642.35,2042.0,0.76
20250901,2025-09,2025,9,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,99.48,120,17.51,0.0175,0.1459,641.25,3188.4,0.8
20251001,2025-10,2025,10,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,4,398.77,450,1320.33,1.3203,2.9341,0.0,7409.22,0.76
20251001,2025-10,2025,10,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),7,2244.59,1426,404.03,0.404,0.2833,2028.21,9523.54,0.85
20251001,2025-10,2025,10,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,AIR,Air Freight,1,42.48,144,235.27,0.2353,1.6338,0.0,1559.52,0.78
20251001,2025-10,2025,10,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),4,1409.8,718,155.08,0.1551,0.216,778.49,5445.86,0.93
20251001,2025-10,2025,10,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,AIR,Air Freight,1,27.84,96,112.29,0.1123,1.1697,0.0,1772.16,0.8
20251001,2025-10,2025,10,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),4,511.96,630,71.67,0.0717,0.1138,359.81,6008.4,0.91
20251001,2025-10,2025,10,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),5,1352.01,944,33.8,0.0338,0.0358,169.68,8446.24,0.96
20251001,2025-10,2025,10,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),1,55.1,192,17.19,0.0172,0.0895,629.63,1555.2,0.78
20251001,2025-10,2025,10,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,67.63,144,11.9,0.0119,0.0826,435.94,3035.04,0.8
20251001,2025-10,2025,10,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),1,307.1,168,7.68,0.0077,0.0457,38.54,1081.92,0.98
20251101,2025-11,2025,11,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,4,393.69,468,1303.51,1.3035,2.7853,0.0,8608.84,0.76
20251101,2025-11,2025,11,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),9,2713.86,2044,488.49,0.4885,0.239,2452.24,15092.44,0.85
20251101,2025-11,2025,11,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),7,2424.08,1962,339.37,0.3394,0.173,1703.64,10592.22,0.91
20251101,2025-11,2025,11,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),3,426.3,756,133.01,0.133,0.1759,4871.33,4265.76,0.78
20251101,2025-11,2025,11,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),7,1162.64,1992,127.89,0.1279,0.0642,642.01,11445.36,0.93
20251101,2025-11,2025,11,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),3,1655.3,880,41.38,0.0414,0.047,207.74,4861.6,0.98
20251101,2025-11,2025,11,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),4,1118.88,1088,27.97,0.028,0.0257,140.42,7679.6,0.96
20251101,2025-11,2025,11,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,87.53,168,15.41,0.0154,0.0917,564.22,3724.32,0.8
20251201,2025-12,2025,12,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,5,535.72,600,1773.77,1.7738,2.9563,0.0,10206.0,0.76
20251201,2025-12,2025,12,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),7,2999.08,1942,539.83,0.5398,0.278,2709.97,13142.22,0.85
20251201,2025-12,2025,12,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),5,995.91,1218,139.43,0.1394,0.1145,699.93,11035.44,0.91
20251201,2025-12,2025,12,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),3,582.0899999999999,616,64.03,0.064,0.1039,321.43,6001.6,0.93
20251201,2025-12,2025,12,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,1315.87,504,32.9,0.0329,0.0653,165.14,4373.28,0.98
20251201,2025-12,2025,12,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,1024.3,482,25.61,0.0256,0.0531,128.55,4861.639999999999,0.96
20251201,2025-12,2025,12,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),1,56.64,192,17.67,0.0177,0.092,647.23,2102.4,0.78
20251201,2025-12,2025,12,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),1,79.58,96,14.01,0.014,0.1459,512.97,2620.8,0.8
