DateKey,reporting_period,Year,MonthNumber,supplier_id,supplier_name,country_of_origin,region,transport_mode,transport_mode_label,shipment_count,total_weight_kg,total_units_shipped,total_carbon_kg_co2e,total_carbon_tonnes,carbon_per_unit_kg,carbon_saved_vs_air_kg,total_order_value_gbp,reliability_score
20250601,2025-06,2025,6,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),8,2866.04,2184,401.25,0.4012,0.1837,2014.25,13777.2,0.91
20250601,2025-06,2025,6,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),3,327.6,600,102.21,0.1022,0.1704,3743.49,3999.48,0.78
20250601,2025-06,2025,6,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),3,662.14,900,72.84,0.0728,0.0809,365.63,5387.64,0.93
20250601,2025-06,2025,6,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),5,1914.5,1316,47.86,0.0479,0.0364,240.27,11376.36,0.96
20250601,2025-06,2025,6,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,1293.98,528,32.35,0.0324,0.0613,162.39,4490.4,0.98
20250601,2025-06,2025,6,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,67.63,144,11.9,0.0119,0.0826,435.94,3048.48,0.8
20250601,2025-06,2025,6,SUP-002,EuroFast GmbH,Germany,EUROPEAN,RAIL,Rail (Freight),1,42.0,100,0.29,0.0003,0.0029,6.03,1605.0,0.93
20250701,2025-07,2025,7,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,4,361.17,428,1195.83,1.1958,2.794,0.0,6862.1,0.76
20250701,2025-07,2025,7,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),12,4677.55,3230,841.96,0.842,0.2607,4226.63,22245.66,0.85
20250701,2025-07,2025,7,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),7,2190.36,1810,240.94,0.2409,0.1331,1209.52,11768.2,0.93
20250701,2025-07,2025,7,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),6,1519.03,1716,212.66,0.2127,0.1239,1067.57,10564.32,0.91
20250701,2025-07,2025,7,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),4,2385.58,1284,59.64,0.0596,0.0464,299.39,7883.28,0.98
20250701,2025-07,2025,7,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),6,2246.62,1740,56.17,0.0562,0.0323,281.95,13844.56,0.96
20250701,2025-07,2025,7,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,114.9,396,35.85,0.0358,0.0905,1312.96,3718.92,0.78
20250701,2025-07,2025,7,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,SEA,Sea (Container),2,163.47,172,17.79,0.0178,0.1034,651.4,3864.96,0.76
20250701,2025-07,2025,7,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,87.53,168,15.41,0.0154,0.0917,564.22,3671.04,0.8
20250701,2025-07,2025,7,SUP-005,NordicSupply AS,Sweden,EUROPEAN,SEA,Sea (Container),1,34.16,156,0.14,0.0001,0.0009,5.0,2196.48,0.91
20250801,2025-08,2025,8,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),9,3536.39,2378,636.55,0.6366,0.2677,3195.48,17704.76,0.85
20250801,2025-08,2025,8,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),8,2733.54,2544,382.7,0.3827,0.1504,1921.13,13284.72,0.91
20250801,2025-08,2025,8,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,1,74.1,78,245.35,0.2453,3.1455,0.0,1418.04,0.76
20250801,2025-08,2025,8,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),7,1461.57,1984,160.77,0.1608,0.081,807.08,12046.8,0.93
20250801,2025-08,2025,8,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),3,382.69,732,119.4,0.1194,0.1631,4373.0,4582.92,0.78
20250801,2025-08,2025,8,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),6,2206.16,1728,55.15,0.0552,0.0319,276.87,13441.56,0.96
20250801,2025-08,2025,8,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,1301.04,672,32.53,0.0325,0.0484,163.28,4751.04,0.98
20250801,2025-08,2025,8,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,SEA,Sea (Container),2,272.9,300,29.69,0.0297,0.099,1087.45,3912.0,0.76
20250801,2025-08,2025,8,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,87.53,168,15.41,0.0154,0.0917,564.22,3752.16,0.8
20250801,2025-08,2025,8,SUP-005,NordicSupply AS,Sweden,EUROPEAN,SEA,Sea (Container),1,31.54,144,0.13,0.0001,0.0009,4.62,2023.2,0.91
20250901,2025-09,2025,9,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,4,343.57000000000005,344,1137.56,1.1376,3.3069,0.0,6985.84,0.76
20250901,2025-09,2025,9,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),11,3319.7,2554,597.55,0.5975,0.234,2999.68,18998.32,0.85
20250901,2025-09,2025,9,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),5,1661.6799999999998,1278,182.78,0.1828,0.143,917.58,7060.68,0.93
20250901,2025-09,2025,9,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),3,166.45999999999998,576,51.94,0.0519,0.0902,1902.14,5125.92,0.78
20250901,2025-09,2025,9,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),3,1808.18,828,45.2,0.0452,0.0546,226.93,5577.36,0.98
20250901,2025-09,2025,9,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),5,1774.66,1228,44.37,0.0444,0.0361,222.72,10870.36,0.96
20250901,2025-09,2025,9,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),3,306.89,648,42.96,0.043,0.0663,215.68,5024.16,0.91
20250901,2025-09,2025,9,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,SEA,Sea (Container),2,212.97,272,23.17,0.0232,0.0852,848.64,4006.72,0.76
20250901,2025-09,2025,9,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),1,59.69,72,10.51,0.0105,0.146,384.76,1910.88,0.8
20250901,2025-09,2025,9,SUP-005,NordicSupply AS,Sweden,EUROPEAN,SEA,Sea (Container),1,31.54,144,0.13,0.0001,0.0009,4.62,2013.12,0.91
20251001,2025-10,2025,10,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,4,398.77,450,1320.33,1.3203,2.9341,0.0,7281.7,0.76
20251001,2025-10,2025,10,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),11,4875.08,2996,877.51,0.8775,0.2929,4405.12,20348.48,0.85
20251001,2025-10,2025,10,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),7,2533.79,2184,354.73,0.3547,0.1624,1780.75,11343.0,0.91
20251001,2025-10,2025,10,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),6,1268.51,1672,139.54,0.1395,0.0835,700.47,10943.16,0.93
20251001,2025-10,2025,10,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),1,239.1,300,74.6,0.0746,0.2487,2732.2,744.0,0.78
20251001,2025-10,2025,10,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),6,2246.62,1740,56.17,0.0562,0.0323,281.95,13767.6,0.96
20251001,2025-10,2025,10,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),3,1871.38,984,46.78,0.0468,0.0475,234.86,6618.48,0.98
20251001,2025-10,2025,10,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,67.63,144,11.9,0.0119,0.0826,435.94,3020.6400000000003,0.8
20251001,2025-10,2025,10,SUP-005,NordicSupply AS,Sweden,EUROPEAN,SEA,Sea (Container),1,128.36,228,0.51,0.0005,0.0022,18.8,1906.08,0.91
20251001,2025-10,2025,10,SUP-002,EuroFast GmbH,Germany,EUROPEAN,RAIL,Rail (Freight),1,42.0,100,0.29,0.0003,0.0029,6.03,1607.0,0.93
20251101,2025-11,2025,11,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,4,415.87,468,1376.95,1.3769,2.9422,0.0,7613.32,0.76
20251101,2025-11,2025,11,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),9,3822.82,2908,688.11,0.6881,0.2366,3454.3,19717.04,0.85
20251101,2025-11,2025,11,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),9,2003.93,2670,280.55,0.2805,0.1051,1408.36,17974.2,0.91
20251101,2025-11,2025,11,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),7,2336.74,2156,257.04,0.257,0.1192,1290.35,13807.16,0.93
20251101,2025-11,2025,11,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),6,2659.81,2066,66.5,0.0665,0.0322,333.81,16192.84,0.96
20251101,2025-11,2025,11,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),3,171.54,588,53.52,0.0535,0.091,1960.19,5838.0,0.78
20251101,2025-11,2025,11,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,1606.62,688,40.17,0.0402,0.0584,201.63,4524.16,0.98
20251101,2025-11,2025,11,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,87.53,168,15.41,0.0154,0.0917,564.22,3722.88,0.8
20251201,2025-12,2025,12,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),10,4853.68,3360,873.66,0.8737,0.26,4385.79,24881.6,0.85
20251201,2025-12,2025,12,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,2,263.79999999999995,308,873.44,0.8734,2.8358,0.0,3919.6,0.76
20251201,2025-12,2025,12,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),7,2740.4700000000003,2496,383.67,0.3837,0.1537,1926.0,16405.079999999998,0.91
20251201,2025-12,2025,12,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),6,1911.22,2230,210.23,0.2102,0.0943,1055.38,15935.46,0.93
20251201,2025-12,2025,12,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),3,471.56,912,147.13,0.1471,0.1613,5388.52,5853.6,0.78
20251201,2025-12,2025,12,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),5,2681.63,1844,67.04,0.067,0.0364,336.54,16116.52,0.96
20251201,2025-12,2025,12,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),3,2516.31,1296,62.91,0.0629,0.0485,315.8,8928.0,0.98
20251201,2025-12,2025,12,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),3,115.37,264,20.3,0.0203,0.0769,743.68,5504.16,0.8
20251201,2025-12,2025,12,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,SEA,Sea (Container),1,69.02,96,7.51,0.0075,0.0782,275.03,2616.96,0.76
