order_id,DateKey,YearMonth,Year,MonthNumber,product_id,supplier_id,supplier_name,warehouse_id,category_name,abc_class,region,country_of_origin,quantity_ordered,unit_cost_gbp,total_cost_gbp,lead_time_days,transport_mode,weight_kg_total,is_urgent_order,order_status,lead_time_performance
PO-000128,20240523,2024-05,2024,5,PRD-00008,SUP-008,LocalPack Ltd,WH-003,Household Essentials,C,DOMESTIC,United Kingdom,300,3.78,1134.0,2,ROAD,514.2,False,DELIVERED,Early (>5d)
PO-000129,20240719,2024-07,2024,7,PRD-00008,SUP-008,LocalPack Ltd,WH-003,Household Essentials,C,DOMESTIC,United Kingdom,300,3.7,1110.0,4,ROAD,514.2,False,DELIVERED,Early (>5d)
PO-000130,20240918,2024-09,2024,9,PRD-00008,SUP-008,LocalPack Ltd,WH-001,Household Essentials,C,DOMESTIC,United Kingdom,300,3.64,1092.0,4,ROAD,514.2,False,DELIVERED,Early (>5d)
PO-000131,20241112,2024-11,2024,11,PRD-00008,SUP-008,LocalPack Ltd,WH-002,Household Essentials,C,DOMESTIC,United Kingdom,400,3.83,1532.0,3,ROAD,685.6,False,DELIVERED,Early (>5d)
PO-000132,20250114,2025-01,2025,1,PRD-00008,SUP-008,LocalPack Ltd,WH-003,Household Essentials,C,DOMESTIC,United Kingdom,200,3.82,764.0,3,ROAD,342.8,False,DELIVERED,Early (>5d)
PO-000133,20250313,2025-03,2025,3,PRD-00008,SUP-008,LocalPack Ltd,WH-003,Household Essentials,C,DOMESTIC,United Kingdom,200,3.73,746.0,2,ROAD,342.8,False,DELIVERED,Early (>5d)
PO-000134,20250514,2025-05,2025,5,PRD-00008,SUP-008,LocalPack Ltd,WH-002,Household Essentials,C,DOMESTIC,United Kingdom,300,3.83,1149.0,4,ROAD,514.2,False,DELIVERED,Early (>5d)
PO-000135,20250718,2025-07,2025,7,PRD-00008,SUP-008,LocalPack Ltd,WH-003,Household Essentials,C,DOMESTIC,United Kingdom,300,3.7,1110.0,2,ROAD,514.2,False,DELIVERED,Early (>5d)
PO-000136,20250919,2025-09,2025,9,PRD-00008,SUP-008,LocalPack Ltd,WH-003,Household Essentials,C,DOMESTIC,United Kingdom,300,3.74,1122.0,3,ROAD,514.2,False,DELIVERED,Early (>5d)
PO-000137,20251115,2025-11,2025,11,PRD-00008,SUP-008,LocalPack Ltd,WH-003,Household Essentials,C,DOMESTIC,United Kingdom,400,3.7,1480.0,2,ROAD,685.6,False,DELIVERED,Early (>5d)
PO-000138,20240102,2024-01,2024,1,PRD-00009,SUP-001,BritGoods Ltd,WH-002,Household Essentials,B,DOMESTIC,United Kingdom,300,4.91,1473.0,4,ROAD,188.4,False,DELIVERED,Early (>5d)
PO-000139,20240215,2024-02,2024,2,PRD-00009,SUP-001,BritGoods Ltd,WH-001,Household Essentials,B,DOMESTIC,United Kingdom,300,4.9,1470.0,4,ROAD,188.4,False,DELIVERED,Early (>5d)
PO-000140,20240330,2024-03,2024,3,PRD-00009,SUP-001,BritGoods Ltd,WH-001,Household Essentials,B,DOMESTIC,United Kingdom,300,5.09,1527.0,4,ROAD,188.4,False,DELIVERED,Early (>5d)
PO-000141,20240516,2024-05,2024,5,PRD-00009,SUP-001,BritGoods Ltd,WH-001,Household Essentials,B,DOMESTIC,United Kingdom,400,4.97,1988.0,5,ROAD,251.2,False,DELIVERED,Early (>5d)
PO-000142,20240705,2024-07,2024,7,PRD-00009,SUP-001,BritGoods Ltd,WH-002,Household Essentials,B,DOMESTIC,United Kingdom,400,4.77,1908.0,3,ROAD,251.2,False,DELIVERED,Early (>5d)
PO-000143,20240822,2024-08,2024,8,PRD-00009,SUP-001,BritGoods Ltd,WH-001,Household Essentials,B,DOMESTIC,United Kingdom,400,4.75,1900.0,4,ROAD,251.2,False,DELIVERED,Early (>5d)
PO-000144,20241009,2024-10,2024,10,PRD-00009,SUP-001,BritGoods Ltd,WH-001,Household Essentials,B,DOMESTIC,United Kingdom,400,4.8,1920.0,3,ROAD,251.2,False,DELIVERED,Early (>5d)
PO-000145,20241125,2024-11,2024,11,PRD-00009,SUP-001,BritGoods Ltd,WH-001,Household Essentials,B,DOMESTIC,United Kingdom,500,4.88,2440.0,6,ROAD,314.0,False,DELIVERED,Early (>5d)
PO-000146,20250109,2025-01,2025,1,PRD-00009,SUP-001,BritGoods Ltd,WH-001,Household Essentials,B,DOMESTIC,United Kingdom,300,4.93,1479.0,5,ROAD,188.4,False,DELIVERED,Early (>5d)
PO-000147,20250225,2025-02,2025,2,PRD-00009,SUP-001,BritGoods Ltd,WH-002,Household Essentials,B,DOMESTIC,United Kingdom,300,4.82,1446.0,8,ROAD,188.4,False,DELIVERED,On Time
PO-000148,20250415,2025-04,2025,4,PRD-00009,SUP-001,BritGoods Ltd,WH-002,Household Essentials,B,DOMESTIC,United Kingdom,300,4.87,1461.0,3,ROAD,188.4,False,DELIVERED,Early (>5d)
PO-000149,20250525,2025-05,2025,5,PRD-00009,SUP-001,BritGoods Ltd,WH-001,Household Essentials,B,DOMESTIC,United Kingdom,400,4.84,1936.0,4,ROAD,251.2,False,DELIVERED,Early (>5d)
PO-000150,20250710,2025-07,2025,7,PRD-00009,SUP-001,BritGoods Ltd,WH-001,Household Essentials,B,DOMESTIC,United Kingdom,400,4.95,1980.0,3,ROAD,251.2,False,DELIVERED,Early (>5d)
PO-000151,20250822,2025-08,2025,8,PRD-00009,SUP-001,BritGoods Ltd,WH-001,Household Essentials,B,DOMESTIC,United Kingdom,400,4.76,1904.0,5,ROAD,251.2,False,DELIVERED,Early (>5d)
PO-000152,20251006,2025-10,2025,10,PRD-00009,SUP-001,BritGoods Ltd,WH-003,Household Essentials,B,DOMESTIC,United Kingdom,400,4.88,1952.0,4,ROAD,251.2,False,DELIVERED,Early (>5d)
PO-000153,20251121,2025-11,2025,11,PRD-00009,SUP-001,BritGoods Ltd,WH-003,Household Essentials,B,DOMESTIC,United Kingdom,500,4.68,2340.0,4,ROAD,314.0,False,DELIVERED,Early (>5d)
PO-000154,20240131,2024-01,2024,1,PRD-00010,SUP-006,MedTrade SRL,WH-003,Household Essentials,C,EUROPEAN,Italy,288,2.7,777.6,12,ROAD,518.98,False,DELIVERED,On Time
PO-000155,20240404,2024-04,2024,4,PRD-00010,SUP-006,MedTrade SRL,WH-003,Household Essentials,C,EUROPEAN,Italy,336,2.71,910.56,13,ROAD,605.47,False,DELIVERED,Slightly Late (<5d)
PO-000156,20240601,2024-06,2024,6,PRD-00010,SUP-006,MedTrade SRL,WH-002,Household Essentials,C,EUROPEAN,Italy,384,2.8,1075.2,14,ROAD,691.97,False,DELIVERED,Slightly Late (<5d)
PO-000157,20240805,2024-08,2024,8,PRD-00010,SUP-006,MedTrade SRL,WH-001,Household Essentials,C,EUROPEAN,Italy,384,2.72,1044.48,13,ROAD,691.97,False,DELIVERED,Slightly Late (<5d)
PO-000158,20241001,2024-10,2024,10,PRD-00010,SUP-006,MedTrade SRL,WH-001,Household Essentials,C,EUROPEAN,Italy,384,2.64,1013.76,13,ROAD,691.97,False,DELIVERED,Slightly Late (<5d)
PO-000159,20241201,2024-12,2024,12,PRD-00010,SUP-006,MedTrade SRL,WH-003,Household Essentials,C,EUROPEAN,Italy,576,2.73,1572.48,21,ROAD,1037.95,False,DELIVERED,Late (>5d)
PO-000160,20250204,2025-02,2025,2,PRD-00010,SUP-006,MedTrade SRL,WH-003,Household Essentials,C,EUROPEAN,Italy,288,2.61,751.68,10,ROAD,518.98,False,DELIVERED,On Time
PO-000161,20250405,2025-04,2025,4,PRD-00010,SUP-006,MedTrade SRL,WH-003,Household Essentials,C,EUROPEAN,Italy,336,2.67,897.12,10,ROAD,605.47,False,DELIVERED,On Time
PO-000162,20250606,2025-06,2025,6,PRD-00010,SUP-006,MedTrade SRL,WH-002,Household Essentials,C,EUROPEAN,Italy,384,2.59,994.56,12,ROAD,691.97,False,DELIVERED,On Time
PO-000163,20250802,2025-08,2025,8,PRD-00010,SUP-006,MedTrade SRL,WH-003,Household Essentials,C,EUROPEAN,Italy,384,2.59,994.56,11,ROAD,691.97,False,DELIVERED,On Time
PO-000164,20250929,2025-09,2025,9,PRD-00010,SUP-006,MedTrade SRL,WH-002,Household Essentials,C,EUROPEAN,Italy,384,2.75,1056.0,11,ROAD,691.97,False,DELIVERED,On Time
PO-000165,20251202,2025-12,2025,12,PRD-00010,SUP-006,MedTrade SRL,WH-003,Household Essentials,C,EUROPEAN,Italy,576,2.78,1601.28,13,ROAD,1037.95,False,DELIVERED,Slightly Late (<5d)
PO-000166,20240118,2024-01,2024,1,PRD-00011,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,100,12.97,1297.0,14,ROAD,144.5,False,DELIVERED,Slightly Late (<5d)
PO-000167,20240213,2024-02,2024,2,PRD-00011,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,100,13.32,1332.0,16,ROAD,144.5,False,DELIVERED,Slightly Late (<5d)
PO-000168,20240310,2024-03,2024,3,PRD-00011,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,200,13.0,2600.0,10,ROAD,289.0,False,DELIVERED,On Time
PO-000169,20240405,2024-04,2024,4,PRD-00011,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,200,13.03,2606.0,11,ROAD,289.0,False,DELIVERED,On Time
PO-000170,20240507,2024-05,2024,5,PRD-00011,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,200,13.38,2676.0,13,ROAD,289.0,False,DELIVERED,Slightly Late (<5d)
PO-000171,20240610,2024-06,2024,6,PRD-00011,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,200,13.01,2602.0,13,ROAD,289.0,False,DELIVERED,Slightly Late (<5d)
PO-000172,20240713,2024-07,2024,7,PRD-00011,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,200,13.32,2664.0,19,ROAD,289.0,False,DELIVERED,Late (>5d)
PO-000173,20240808,2024-08,2024,8,PRD-00011,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,200,13.08,2616.0,13,ROAD,289.0,False,DELIVERED,Slightly Late (<5d)
PO-000174,20240906,2024-09,2024,9,PRD-00011,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,200,12.76,2552.0,21,,289.0,True,DELIVERED,Late (>5d)
PO-000175,20241009,2024-10,2024,10,PRD-00011,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,200,12.96,2592.0,13,ROAD,289.0,False,DELIVERED,Slightly Late (<5d)
PO-000176,20241105,2024-11,2024,11,PRD-00011,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,200,13.26,2652.0,15,ROAD,289.0,False,DELIVERED,Slightly Late (<5d)
PO-000177,20241205,2024-12,2024,12,PRD-00011,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,300,13.01,3903.0,13,ROAD,433.5,False,DELIVERED,Slightly Late (<5d)
PO-000178,20250102,2025-01,2025,1,PRD-00011,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,100,12.83,1283.0,14,ROAD,144.5,False,DELIVERED,Slightly Late (<5d)
PO-000179,20250202,2025-02,2025,2,PRD-00011,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,100,13.46,1346.0,22,,144.5,True,DELIVERED,Late (>5d)
PO-000180,20250302,2025-03,2025,3,PRD-00011,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,200,12.81,2562.0,16,ROAD,289.0,False,DELIVERED,Slightly Late (<5d)
PO-000181,20250403,2025-04,2025,4,PRD-00011,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,200,13.1,2620.0,15,ROAD,289.0,False,DELIVERED,Slightly Late (<5d)
PO-000182,20250504,2025-05,2025,5,PRD-00011,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,200,13.34,2668.0,13,ROAD,289.0,False,DELIVERED,Slightly Late (<5d)
PO-000183,20250531,2025-05,2025,5,PRD-00011,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,200,13.12,2624.0,12,ROAD,289.0,False,DELIVERED,On Time
PO-000184,20250629,2025-06,2025,6,PRD-00011,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,200,12.72,2544.0,10,ROAD,289.0,False,DELIVERED,On Time
PO-000185,20250729,2025-07,2025,7,PRD-00011,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,200,13.45,2690.0,10,ROAD,289.0,False,DELIVERED,On Time
PO-000186,20250831,2025-08,2025,8,PRD-00011,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,200,13.17,2634.0,12,ROAD,289.0,False,DELIVERED,On Time
PO-000187,20251004,2025-10,2025,10,PRD-00011,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,200,13.21,2642.0,12,ROAD,289.0,False,DELIVERED,On Time
PO-000188,20251104,2025-11,2025,11,PRD-00011,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,200,12.95,2590.0,14,ROAD,289.0,False,DELIVERED,Slightly Late (<5d)
PO-000189,20251205,2025-12,2025,12,PRD-00011,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,300,13.03,3909.0,16,,433.5,True,DELIVERED,Slightly Late (<5d)
PO-000190,20240117,2024-01,2024,1,PRD-00012,SUP-001,BritGoods Ltd,WH-001,Household Essentials,A,DOMESTIC,United Kingdom,200,8.22,1644.0,5,ROAD,283.6,False,DELIVERED,Early (>5d)
PO-000191,20240215,2024-02,2024,2,PRD-00012,SUP-001,BritGoods Ltd,WH-003,Household Essentials,A,DOMESTIC,United Kingdom,200,8.1,1620.0,6,ROAD,283.6,False,DELIVERED,Early (>5d)
PO-000192,20240321,2024-03,2024,3,PRD-00012,SUP-001,BritGoods Ltd,WH-001,Household Essentials,A,DOMESTIC,United Kingdom,200,8.26,1652.0,3,ROAD,283.6,False,DELIVERED,Early (>5d)
PO-000193,20240422,2024-04,2024,4,PRD-00012,SUP-001,BritGoods Ltd,WH-002,Household Essentials,A,DOMESTIC,United Kingdom,300,8.45,2535.0,4,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000194,20240524,2024-05,2024,5,PRD-00012,SUP-001,BritGoods Ltd,WH-003,Household Essentials,A,DOMESTIC,United Kingdom,300,8.58,2574.0,3,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000195,20240618,2024-06,2024,6,PRD-00012,SUP-001,BritGoods Ltd,WH-003,Household Essentials,A,DOMESTIC,United Kingdom,300,8.15,2445.0,4,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000196,20240723,2024-07,2024,7,PRD-00012,SUP-001,BritGoods Ltd,WH-002,Household Essentials,A,DOMESTIC,United Kingdom,300,8.04,2412.0,5,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000197,20240818,2024-08,2024,8,PRD-00012,SUP-001,BritGoods Ltd,WH-002,Household Essentials,A,DOMESTIC,United Kingdom,300,8.16,2448.0,5,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000198,20240915,2024-09,2024,9,PRD-00012,SUP-001,BritGoods Ltd,WH-003,Household Essentials,A,DOMESTIC,United Kingdom,300,8.37,2511.0,5,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000199,20241010,2024-10,2024,10,PRD-00012,SUP-001,BritGoods Ltd,WH-001,Household Essentials,A,DOMESTIC,United Kingdom,300,8.47,2541.0,4,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000200,20241112,2024-11,2024,11,PRD-00012,SUP-001,BritGoods Ltd,WH-003,Household Essentials,A,DOMESTIC,United Kingdom,400,8.4,3360.0,3,ROAD,567.2,False,DELIVERED,Early (>5d)
PO-000201,20241215,2024-12,2024,12,PRD-00012,SUP-001,BritGoods Ltd,WH-003,Household Essentials,A,DOMESTIC,United Kingdom,400,8.55,3420.0,5,ROAD,567.2,False,DELIVERED,Early (>5d)
PO-000202,20250114,2025-01,2025,1,PRD-00012,SUP-001,BritGoods Ltd,WH-002,Household Essentials,A,DOMESTIC,United Kingdom,200,8.32,1664.0,5,ROAD,283.6,False,DELIVERED,Early (>5d)
PO-000203,20250209,2025-02,2025,2,PRD-00012,SUP-001,BritGoods Ltd,WH-002,Household Essentials,A,DOMESTIC,United Kingdom,200,7.99,1598.0,4,ROAD,283.6,False,DELIVERED,Early (>5d)
PO-000204,20250312,2025-03,2025,3,PRD-00012,SUP-001,BritGoods Ltd,WH-003,Household Essentials,A,DOMESTIC,United Kingdom,200,8.26,1652.0,3,ROAD,283.6,False,DELIVERED,Early (>5d)
PO-000205,20250415,2025-04,2025,4,PRD-00012,SUP-001,BritGoods Ltd,WH-001,Household Essentials,A,DOMESTIC,United Kingdom,300,8.02,2406.0,3,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000206,20250518,2025-05,2025,5,PRD-00012,SUP-001,BritGoods Ltd,WH-002,Household Essentials,A,DOMESTIC,United Kingdom,300,8.05,2415.0,3,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000207,20250616,2025-06,2025,6,PRD-00012,SUP-001,BritGoods Ltd,WH-002,Household Essentials,A,DOMESTIC,United Kingdom,300,8.05,2415.0,4,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000208,20250712,2025-07,2025,7,PRD-00012,SUP-001,BritGoods Ltd,WH-003,Household Essentials,A,DOMESTIC,United Kingdom,300,8.58,2574.0,5,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000209,20250808,2025-08,2025,8,PRD-00012,SUP-001,BritGoods Ltd,WH-003,Household Essentials,A,DOMESTIC,United Kingdom,300,8.19,2457.0,4,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000210,20250905,2025-09,2025,9,PRD-00012,SUP-001,BritGoods Ltd,WH-003,Household Essentials,A,DOMESTIC,United Kingdom,300,8.29,2487.0,4,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000211,20251002,2025-10,2025,10,PRD-00012,SUP-001,BritGoods Ltd,WH-001,Household Essentials,A,DOMESTIC,United Kingdom,300,8.26,2478.0,3,ROAD,425.4,False,DELIVERED,Early (>5d)
PO-000212,20251103,2025-11,2025,11,PRD-00012,SUP-001,BritGoods Ltd,WH-001,Household Essentials,A,DOMESTIC,United Kingdom,400,8.35,3340.0,4,ROAD,567.2,False,DELIVERED,Early (>5d)
PO-000213,20251204,2025-12,2025,12,PRD-00012,SUP-001,BritGoods Ltd,WH-003,Household Essentials,A,DOMESTIC,United Kingdom,400,8.4,3360.0,4,ROAD,567.2,False,DELIVERED,Early (>5d)
PO-000214,20240122,2024-01,2024,1,PRD-00013,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,192,9.41,1806.72,15,ROAD,145.15,False,DELIVERED,Slightly Late (<5d)
PO-000215,20240217,2024-02,2024,2,PRD-00013,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,192,9.1,1747.2,14,ROAD,145.15,False,DELIVERED,Slightly Late (<5d)
PO-000216,20240323,2024-03,2024,3,PRD-00013,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,192,9.5,1824.0,15,ROAD,145.15,False,DELIVERED,Slightly Late (<5d)
PO-000217,20240420,2024-04,2024,4,PRD-00013,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,240,9.43,2263.2,13,ROAD,181.44,False,DELIVERED,Slightly Late (<5d)
PO-000218,20240524,2024-05,2024,5,PRD-00013,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,240,9.31,2234.4,12,ROAD,181.44,False,DELIVERED,On Time
PO-000219,20240622,2024-06,2024,6,PRD-00013,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,240,9.9,2376.0,10,ROAD,181.44,False,DELIVERED,On Time
PO-000220,20240722,2024-07,2024,7,PRD-00013,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,240,9.46,2270.4,11,ROAD,181.44,False,DELIVERED,On Time
PO-000221,20240823,2024-08,2024,8,PRD-00013,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,240,9.65,2316.0,10,ROAD,181.44,False,DELIVERED,On Time
PO-000222,20240924,2024-09,2024,9,PRD-00013,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,240,9.7,2328.0,14,ROAD,181.44,False,DELIVERED,Slightly Late (<5d)
PO-000223,20241027,2024-10,2024,10,PRD-00013,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,240,9.78,2347.2,12,ROAD,181.44,False,DELIVERED,On Time
PO-000224,20241122,2024-11,2024,11,PRD-00013,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,336,9.55,3208.8,10,ROAD,254.02,False,DELIVERED,On Time
PO-000225,20241221,2024-12,2024,12,PRD-00013,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,336,9.6,3225.6,11,ROAD,254.02,False,DELIVERED,On Time
PO-000226,20250122,2025-01,2025,1,PRD-00013,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,192,9.13,1752.96,14,ROAD,145.15,False,DELIVERED,Slightly Late (<5d)
PO-000227,20250226,2025-02,2025,2,PRD-00013,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,192,9.69,1860.48,14,ROAD,145.15,False,DELIVERED,Slightly Late (<5d)
PO-000228,20250324,2025-03,2025,3,PRD-00013,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,192,9.91,1902.72,13,ROAD,145.15,False,DELIVERED,Slightly Late (<5d)
PO-000229,20250419,2025-04,2025,4,PRD-00013,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,240,9.66,2318.4,17,ROAD,181.44,False,DELIVERED,Slightly Late (<5d)
PO-000230,20250518,2025-05,2025,5,PRD-00013,SUP-006,MedTrade SRL,WH-002,Household Essentials,A,EUROPEAN,Italy,240,9.32,2236.8,12,ROAD,181.44,False,DELIVERED,On Time
PO-000231,20250619,2025-06,2025,6,PRD-00013,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,240,9.51,2282.4,13,ROAD,181.44,False,DELIVERED,Slightly Late (<5d)
PO-000232,20250715,2025-07,2025,7,PRD-00013,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,240,9.56,2294.4,12,ROAD,181.44,False,DELIVERED,On Time
PO-000233,20250812,2025-08,2025,8,PRD-00013,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,240,9.45,2268.0,11,ROAD,181.44,False,DELIVERED,On Time
PO-000234,20250912,2025-09,2025,9,PRD-00013,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,240,9.38,2251.2,12,ROAD,181.44,False,DELIVERED,On Time
PO-000235,20251008,2025-10,2025,10,PRD-00013,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,240,9.35,2244.0,12,ROAD,181.44,False,DELIVERED,On Time
PO-000236,20251107,2025-11,2025,11,PRD-00013,SUP-006,MedTrade SRL,WH-001,Household Essentials,A,EUROPEAN,Italy,336,9.45,3175.2,13,ROAD,254.02,False,DELIVERED,Slightly Late (<5d)
PO-000237,20251211,2025-12,2025,12,PRD-00013,SUP-006,MedTrade SRL,WH-003,Household Essentials,A,EUROPEAN,Italy,336,9.99,3356.64,14,ROAD,254.02,False,DELIVERED,Slightly Late (<5d)
PO-000238,20240123,2024-01,2024,1,PRD-00014,SUP-002,EuroFast GmbH,WH-001,Household Essentials,A,EUROPEAN,Germany,200,7.49,1498.0,11,ROAD,197.2,False,DELIVERED,On Time
PO-000239,20240219,2024-02,2024,2,PRD-00014,SUP-002,EuroFast GmbH,WH-003,Household Essentials,A,EUROPEAN,Germany,200,7.55,1510.0,9,ROAD,197.2,False,DELIVERED,On Time
PO-000240,20240324,2024-03,2024,3,PRD-00014,SUP-002,EuroFast GmbH,WH-001,Household Essentials,A,EUROPEAN,Germany,300,7.35,2205.0,9,ROAD,295.8,False,DELIVERED,On Time
PO-000241,20240424,2024-04,2024,4,PRD-00014,SUP-002,EuroFast GmbH,WH-002,Household Essentials,A,EUROPEAN,Germany,300,7.33,2199.0,9,ROAD,295.8,False,DELIVERED,On Time
PO-000242,20240525,2024-05,2024,5,PRD-00014,SUP-002,EuroFast GmbH,WH-003,Household Essentials,A,EUROPEAN,Germany,300,7.17,2151.0,7,ROAD,295.8,False,DELIVERED,Early (>5d)
PO-000243,20240623,2024-06,2024,6,PRD-00014,SUP-002,EuroFast GmbH,WH-003,Household Essentials,A,EUROPEAN,Germany,300,7.62,2286.0,7,ROAD,295.8,False,DELIVERED,Early (>5d)
PO-000244,20240723,2024-07,2024,7,PRD-00014,SUP-002,EuroFast GmbH,WH-001,Household Essentials,A,EUROPEAN,Germany,300,7.37,2211.0,10,ROAD,295.8,False,DELIVERED,On Time
PO-000245,20240827,2024-08,2024,8,PRD-00014,SUP-002,EuroFast GmbH,WH-002,Household Essentials,A,EUROPEAN,Germany,300,7.65,2295.0,8,ROAD,295.8,False,DELIVERED,On Time
PO-000246,20241001,2024-10,2024,10,PRD-00014,SUP-002,EuroFast GmbH,WH-003,Household Essentials,A,EUROPEAN,Germany,300,7.78,2334.0,7,ROAD,295.8,False,DELIVERED,Early (>5d)
PO-000247,20241031,2024-10,2024,10,PRD-00014,SUP-002,EuroFast GmbH,WH-002,Household Essentials,A,EUROPEAN,Germany,300,7.64,2292.0,9,ROAD,295.8,False,DELIVERED,On Time
PO-000248,20241203,2024-12,2024,12,PRD-00014,SUP-002,EuroFast GmbH,WH-003,Household Essentials,A,EUROPEAN,Germany,400,7.49,2996.0,10,ROAD,394.4,False,DELIVERED,On Time
PO-000249,20250103,2025-01,2025,1,PRD-00014,SUP-002,EuroFast GmbH,WH-001,Household Essentials,A,EUROPEAN,Germany,200,7.4,1480.0,9,ROAD,197.2,False,DELIVERED,On Time
PO-000250,20250205,2025-02,2025,2,PRD-00014,SUP-002,EuroFast GmbH,WH-003,Household Essentials,A,EUROPEAN,Germany,200,7.3,1460.0,8,ROAD,197.2,False,DELIVERED,On Time
PO-000251,20250302,2025-03,2025,3,PRD-00014,SUP-002,EuroFast GmbH,WH-001,Household Essentials,A,EUROPEAN,Germany,300,7.61,2283.0,10,ROAD,295.8,False,DELIVERED,On Time
PO-000252,20250403,2025-04,2025,4,PRD-00014,SUP-002,EuroFast GmbH,WH-001,Household Essentials,A,EUROPEAN,Germany,300,7.67,2301.0,9,ROAD,295.8,False,DELIVERED,On Time
PO-000253,20250504,2025-05,2025,5,PRD-00014,SUP-002,EuroFast GmbH,WH-001,Household Essentials,A,EUROPEAN,Germany,300,7.5,2250.0,11,ROAD,295.8,False,DELIVERED,On Time
PO-000254,20250530,2025-05,2025,5,PRD-00014,SUP-002,EuroFast GmbH,WH-001,Household Essentials,A,EUROPEAN,Germany,300,7.73,2319.0,9,ROAD,295.8,False,DELIVERED,On Time
PO-000255,20250701,2025-07,2025,7,PRD-00014,SUP-002,EuroFast GmbH,WH-003,Household Essentials,A,EUROPEAN,Germany,300,7.65,2295.0,10,ROAD,295.8,False,DELIVERED,On Time
