reporting_period,product_id,product_name,category_code,abc_class,transport_mode,shipment_count,total_units_shipped,total_carbon_kg_co2e,total_carbon_tonnes,avg_carbon_per_unit_kg
2024-08,PRD-00043,Premium Notebook and Pen Set,SGF,A,AIR,1,200,533.73,0.533733,2.668666
2024-08,PRD-00045,Festive Reed Diffuser,SGF,A,AIR,2,156,490.69,0.49069,3.14545
2024-08,PRD-00001,Premium Kitchen Roll 6-Pack,HHE,B,ROAD,1,420,185.14,0.185144,0.44082
2024-08,PRD-00039,Premium Scented Candle Set,SGF,A,AIR,1,72,171.41,0.171411,2.380701
2024-08,PRD-00032,Extra Virgin Olive Oil 500ml,FBV,C,ROAD,1,624,170.7,0.170702,0.273561
2024-08,PRD-00010,Multi-Surface Wipes 80-Pack,HHE,C,ROAD,1,384,124.55,0.124555,0.324361
2024-08,PRD-00003,Cling Film 100m,HHE,B,ROAD,1,400,110.02,0.110016,0.27504
2024-08,PRD-00037,Sparkling Water 12x500ml,FBV,B,ROAD,1,300,100.06,0.100062,0.33354
2024-08,PRD-00019,Body Lotion 250ml,PCA,C,SEA,1,336,83.55,0.08355,0.248662
2024-08,PRD-00014,Oven Cleaner 300ml,HHE,A,ROAD,2,600,65.08,0.065076,0.10846
2024-08,PRD-00031,Organic Honey 340g,FBV,B,ROAD,1,312,65.04,0.06504,0.208461
2024-08,PRD-00011,Sponge Scourers 10-Pack,HHE,A,ROAD,1,200,52.02,0.05202,0.2601
2024-08,PRD-00006,Dishwasher Tablets 60-Pack,HHE,B,ROAD,1,252,49.9,0.049896,0.198
2024-08,PRD-00034,Protein Granola 500g,FBV,C,ROAD,1,360,48.41,0.048406,0.13446
2024-08,PRD-00040,Artisan Chocolate Selection Box,SGF,A,ROAD,1,216,42.96,0.042962,0.1989
2024-08,PRD-00004,Bin Bags 40L 50-Pack,HHE,A,ROAD,1,200,42.26,0.042264,0.21132
2024-08,PRD-00015,Drain Unblocker 500ml,HHE,C,ROAD,1,480,40.34,0.040339,0.08404
2024-08,PRD-00035,Mixed Nuts 200g,FBV,A,ROAD,1,240,33.83,0.033826,0.14094
2024-08,PRD-00013,Rubber Gloves Medium Pair,HHE,A,ROAD,1,240,32.66,0.032659,0.13608
2024-08,PRD-00016,Moisturising Hand Cream 100ml,PCA,B,ROAD,1,360,31.25,0.031248,0.0868
2024-08,PRD-00027,Cotton Buds 200-Pack,PCA,A,SEA,2,312,28.72,0.028716,0.09204
2024-08,PRD-00025,Toothpaste Whitening 100ml,PCA,A,SEA,1,240,21.49,0.021491,0.089544
2024-08,PRD-00050,Fabric Softener 1.5L,CLN,A,ROAD,1,240,20.23,0.020232,0.0843
2024-08,PRD-00029,English Breakfast Tea 80-Pack,FBV,C,ROAD,1,288,19.58,0.019578,0.067978
2024-08,PRD-00049,Laundry Detergent 2.5kg,CLN,A,ROAD,1,240,19.19,0.019188,0.07995
2024-08,PRD-00042,Aromatherapy Diffuser Kit,SGF,A,ROAD,1,72,16.93,0.016925,0.235075
2024-08,PRD-00005,Washing Up Liquid 500ml,HHE,B,ROAD,1,336,15.01,0.015006,0.044661
2024-08,PRD-00033,Apple Cider Vinegar 500ml,FBV,A,ROAD,1,300,13.52,0.013523,0.045075
2024-08,PRD-00024,Hand Sanitiser 500ml,PCA,B,ROAD,1,264,13.23,0.013231,0.050119
2024-08,PRD-00012,Paper Towels 12-Roll,HHE,A,ROAD,1,300,10.64,0.010635,0.03545
2024-08,PRD-00044,Personalised Mug Gift Box,SGF,A,SEA,1,72,10.51,0.010505,0.145908
2024-08,PRD-00009,Bathroom Cleaner 500ml,HHE,B,ROAD,1,400,6.28,0.00628,0.0157
2024-08,PRD-00030,Instant Hot Chocolate 400g,FBV,A,ROAD,2,576,5.3,0.0053,0.0092
2024-08,PRD-00041,Spa Pamper Set,SGF,A,SEA,1,96,4.9,0.0049,0.05104
2024-08,PRD-00018,Conditioner 400ml,PCA,A,ROAD,1,100,4.62,0.00462,0.0462
2024-08,PRD-00026,Mouthwash Fresh Mint 500ml,PCA,A,ROAD,1,192,4.56,0.004562,0.023759
2024-08,PRD-00017,Daily Shampoo 400ml,PCA,A,ROAD,1,144,4.42,0.004416,0.030664
2024-08,PRD-00007,Kitchen Cleaner Spray 750ml,HHE,A,ROAD,1,200,1.84,0.001835,0.009175
2024-08,PRD-00020,Shower Gel 500ml,PCA,A,SEA,1,240,0.54,0.00054,0.002252
2024-09,PRD-00043,Premium Notebook and Pen Set,SGF,A,AIR,1,200,533.73,0.533733,2.668666
2024-09,PRD-00038,Luxury Bath Gift Set,SGF,A,AIR,1,100,369.84,0.369839,3.698387
2024-09,PRD-00045,Festive Reed Diffuser,SGF,A,AIR,1,72,226.47,0.226472,3.14545
2024-09,PRD-00001,Premium Kitchen Roll 6-Pack,HHE,B,ROAD,1,384,169.28,0.169276,0.440822
2024-09,PRD-00002,Aluminium Foil 30m Roll,HHE,C,ROAD,1,336,149.57,0.149567,0.445141
2024-09,PRD-00028,Premium Ground Coffee 250g,FBV,A,ROAD,2,528,136.6,0.136604,0.258719
2024-09,PRD-00047,Industrial Degreaser 2L,CLN,C,ROAD,1,288,112.81,0.112813,0.391711
2024-09,PRD-00037,Sparkling Water 12x500ml,FBV,B,ROAD,1,300,100.06,0.100062,0.33354
2024-09,PRD-00031,Organic Honey 340g,FBV,B,ROAD,1,288,60.04,0.060036,0.208459
2024-09,PRD-00011,Sponge Scourers 10-Pack,HHE,A,ROAD,1,200,52.02,0.05202,0.2601
2024-09,PRD-00034,Protein Granola 500g,FBV,C,ROAD,1,330,44.37,0.044372,0.13446
2024-09,PRD-00036,Herbal Tea Variety 40-Pack,FBV,B,ROAD,1,288,44.13,0.04413,0.153228
2024-09,PRD-00004,Bin Bags 40L 50-Pack,HHE,A,ROAD,1,200,42.26,0.042264,0.21132
2024-09,PRD-00040,Artisan Chocolate Selection Box,SGF,A,ROAD,1,192,38.19,0.038189,0.1989
2024-09,PRD-00035,Mixed Nuts 200g,FBV,A,ROAD,1,240,33.83,0.033826,0.14094
2024-09,PRD-00013,Rubber Gloves Medium Pair,HHE,A,ROAD,1,240,32.66,0.032659,0.13608
2024-09,PRD-00014,Oven Cleaner 300ml,HHE,A,ROAD,1,300,32.54,0.032538,0.10846
2024-09,PRD-00016,Moisturising Hand Cream 100ml,PCA,B,ROAD,1,324,28.12,0.028123,0.0868
2024-09,PRD-00021,Deodorant Roll-On 50ml,PCA,A,ROAD,2,336,24.04,0.024038,0.071542
2024-09,PRD-00050,Fabric Softener 1.5L,CLN,A,ROAD,1,228,19.22,0.01922,0.0843
2024-09,PRD-00049,Laundry Detergent 2.5kg,CLN,A,ROAD,1,240,19.19,0.019188,0.07995
2024-09,PRD-00020,Shower Gel 500ml,PCA,A,ROAD,1,228,17.97,0.01797,0.078818
2024-09,PRD-00025,Toothpaste Whitening 100ml,PCA,A,SEA,1,192,17.19,0.017191,0.089537
2024-09,PRD-00022,Facial Cleanser 150ml,PCA,C,ROAD,1,246,14.78,0.014775,0.060062
2024-09,PRD-00027,Cotton Buds 200-Pack,PCA,A,SEA,1,156,14.36,0.014358,0.09204
2024-09,PRD-00042,Aromatherapy Diffuser Kit,SGF,A,ROAD,1,60,14.1,0.014105,0.23508
2024-09,PRD-00048,Antibacterial Surface Spray 1L,CLN,B,ROAD,1,432,13.34,0.013338,0.030875
2024-09,PRD-00046,Professional Floor Cleaner 5L,CLN,B,ROAD,1,288,13.16,0.013162,0.0457
2024-09,PRD-00008,Toilet Cleaner 750ml,HHE,C,ROAD,1,300,12.86,0.012855,0.04285
2024-09,PRD-00024,Hand Sanitiser 500ml,PCA,B,ROAD,1,240,12.03,0.012029,0.05012
2024-09,PRD-00012,Paper Towels 12-Roll,HHE,A,ROAD,1,300,10.64,0.010635,0.03545
2024-09,PRD-00023,Lip Balm SPF15,PCA,B,ROAD,1,336,10.26,0.010255,0.030521
2024-09,PRD-00041,Spa Pamper Set,SGF,A,SEA,2,192,9.8,0.0098,0.05104
2024-09,PRD-00033,Apple Cider Vinegar 500ml,FBV,A,ROAD,1,200,9.02,0.009015,0.045075
2024-09,PRD-00044,Personalised Mug Gift Box,SGF,A,SEA,1,48,7.0,0.007003,0.145896
2024-09,PRD-00039,Premium Scented Candle Set,SGF,A,SEA,1,72,5.63,0.005633,0.078231
2024-09,PRD-00018,Conditioner 400ml,PCA,A,ROAD,1,100,4.62,0.00462,0.0462
2024-09,PRD-00017,Daily Shampoo 400ml,PCA,A,ROAD,1,138,4.23,0.004231,0.030658
2024-09,PRD-00026,Mouthwash Fresh Mint 500ml,PCA,A,ROAD,1,168,3.99,0.003992,0.023761
2024-09,PRD-00007,Kitchen Cleaner Spray 750ml,HHE,A,ROAD,1,200,1.84,0.001835,0.009175
2024-10,PRD-00038,Luxury Bath Gift Set,SGF,A,AIR,2,200,739.68,0.739678,3.698387
2024-10,PRD-00043,Premium Notebook and Pen Set,SGF,A,AIR,1,200,533.73,0.533733,2.668666
2024-10,PRD-00039,Premium Scented Candle Set,SGF,A,AIR,2,144,342.82,0.342822,2.380701
2024-10,PRD-00045,Festive Reed Diffuser,SGF,A,AIR,1,78,245.35,0.245345,3.14545
2024-10,PRD-00032,Extra Virgin Olive Oil 500ml,FBV,C,ROAD,1,624,170.7,0.170702,0.273561
2024-10,PRD-00010,Multi-Surface Wipes 80-Pack,HHE,C,ROAD,1,384,124.55,0.124555,0.324361
2024-10,PRD-00003,Cling Film 100m,HHE,B,ROAD,1,400,110.02,0.110016,0.27504
2024-10,PRD-00037,Sparkling Water 12x500ml,FBV,B,ROAD,1,300,100.06,0.100062,0.33354
2024-10,PRD-00019,Body Lotion 250ml,PCA,C,SEA,1,300,74.6,0.074599,0.248664
2024-10,PRD-00028,Premium Ground Coffee 250g,FBV,A,ROAD,1,288,74.51,0.074511,0.258718
2024-10,PRD-00006,Dishwasher Tablets 60-Pack,HHE,B,ROAD,1,264,52.27,0.052272,0.198
2024-10,PRD-00011,Sponge Scourers 10-Pack,HHE,A,ROAD,1,200,52.02,0.05202,0.2601
2024-10,PRD-00036,Herbal Tea Variety 40-Pack,FBV,B,ROAD,1,300,45.97,0.045969,0.15323
2024-10,PRD-00004,Bin Bags 40L 50-Pack,HHE,A,ROAD,1,200,42.26,0.042264,0.21132
2024-10,PRD-00040,Artisan Chocolate Selection Box,SGF,A,ROAD,1,192,38.19,0.038189,0.1989
2024-10,PRD-00035,Mixed Nuts 200g,FBV,A,ROAD,1,264,37.21,0.037208,0.140939
2024-10,PRD-00015,Drain Unblocker 500ml,HHE,C,ROAD,1,432,36.31,0.036306,0.084041
2024-10,PRD-00013,Rubber Gloves Medium Pair,HHE,A,ROAD,1,240,32.66,0.032659,0.13608
2024-10,PRD-00014,Oven Cleaner 300ml,HHE,A,ROAD,1,300,32.54,0.032538,0.10846
2024-10,PRD-00042,Aromatherapy Diffuser Kit,SGF,A,ROAD,2,132,31.03,0.03103,0.235078
2024-10,PRD-00012,Paper Towels 12-Roll,HHE,A,ROAD,2,600,21.27,0.02127,0.03545
2024-10,PRD-00050,Fabric Softener 1.5L,CLN,A,ROAD,1,252,21.24,0.021244,0.0843
2024-10,PRD-00020,Shower Gel 500ml,PCA,A,ROAD,1,252,19.86,0.019863,0.078822
2024-10,PRD-00049,Laundry Detergent 2.5kg,CLN,A,ROAD,1,240,19.19,0.019188,0.07995
2024-10,PRD-00029,English Breakfast Tea 80-Pack,FBV,C,ROAD,1,264,17.95,0.017946,0.067979
2024-10,PRD-00005,Washing Up Liquid 500ml,HHE,B,ROAD,1,348,15.54,0.015542,0.044661
2024-10,PRD-00046,Professional Floor Cleaner 5L,CLN,B,ROAD,1,312,14.26,0.014258,0.0457
2024-10,PRD-00021,Deodorant Roll-On 50ml,PCA,A,ROAD,1,192,13.74,0.013735,0.071539
2024-10,PRD-00033,Apple Cider Vinegar 500ml,FBV,A,ROAD,1,300,13.52,0.013523,0.045075
2024-10,PRD-00048,Antibacterial Surface Spray 1L,CLN,B,ROAD,1,432,13.34,0.013338,0.030875
2024-10,PRD-00027,Cotton Buds 200-Pack,PCA,A,SEA,1,144,13.25,0.013254,0.09204
2024-10,PRD-00044,Personalised Mug Gift Box,SGF,A,SEA,1,72,10.51,0.010505,0.145908
2024-10,PRD-00023,Lip Balm SPF15,PCA,B,ROAD,1,336,10.26,0.010255,0.030521
2024-10,PRD-00026,Mouthwash Fresh Mint 500ml,PCA,A,ROAD,2,360,8.55,0.008553999999999999,0.02376
2024-10,PRD-00009,Bathroom Cleaner 500ml,HHE,B,ROAD,1,400,6.28,0.00628,0.0157
2024-10,PRD-00030,Instant Hot Chocolate 400g,FBV,A,ROAD,2,552,5.08,0.005079,0.0092
2024-10,PRD-00041,Spa Pamper Set,SGF,A,SEA,1,96,4.9,0.0049,0.05104
2024-10,PRD-00018,Conditioner 400ml,PCA,A,ROAD,1,100,4.62,0.00462,0.0462
2024-10,PRD-00007,Kitchen Cleaner Spray 750ml,HHE,A,ROAD,1,200,1.84,0.001835,0.009175
2024-10,PRD-00017,Daily Shampoo 400ml,PCA,A,SEA,1,156,0.14,0.000137,0.000876
2024-11,PRD-00043,Premium Notebook and Pen Set,SGF,A,AIR,1,200,533.73,0.533733,2.668666
2024-11,PRD-00045,Festive Reed Diffuser,SGF,A,AIR,1,96,301.96,0.301963,3.14545
2024-11,PRD-00001,Premium Kitchen Roll 6-Pack,HHE,B,ROAD,1,420,185.14,0.185144,0.44082
2024-11,PRD-00047,Industrial Degreaser 2L,CLN,C,ROAD,1,384,150.42,0.150416,0.391709
2024-11,PRD-00002,Aluminium Foil 30m Roll,HHE,C,ROAD,1,336,149.57,0.149567,0.445141
2024-11,PRD-00028,Premium Ground Coffee 250g,FBV,A,ROAD,1,336,86.93,0.08693,0.258721
2024-11,PRD-00031,Organic Honey 340g,FBV,B,ROAD,1,312,65.04,0.06504,0.208461
2024-11,PRD-00036,Herbal Tea Variety 40-Pack,FBV,B,ROAD,1,366,56.08,0.056082,0.153231
2024-11,PRD-00011,Sponge Scourers 10-Pack,HHE,A,ROAD,1,200,52.02,0.05202,0.2601
2024-11,PRD-00035,Mixed Nuts 200g,FBV,A,ROAD,1,312,43.97,0.043974,0.140942
2024-11,PRD-00040,Artisan Chocolate Selection Box,SGF,A,ROAD,1,216,42.96,0.042962,0.1989
2024-11,PRD-00049,Laundry Detergent 2.5kg,CLN,A,ROAD,2,528,42.21,0.042214,0.07995
2024-11,PRD-00013,Rubber Gloves Medium Pair,HHE,A,ROAD,1,240,32.66,0.032659,0.13608
2024-11,PRD-00016,Moisturising Hand Cream 100ml,PCA,B,ROAD,1,360,31.25,0.031248,0.0868
2024-11,PRD-00050,Fabric Softener 1.5L,CLN,A,ROAD,1,306,25.8,0.025796,0.0843
2024-11,PRD-00020,Shower Gel 500ml,PCA,A,ROAD,1,306,24.12,0.024119,0.078821
2024-11,PRD-00025,Toothpaste Whitening 100ml,PCA,A,SEA,1,240,21.49,0.021491,0.089544
2024-11,PRD-00022,Facial Cleanser 150ml,PCA,C,ROAD,1,336,20.18,0.020181,0.060061
2024-11,PRD-00042,Aromatherapy Diffuser Kit,SGF,A,ROAD,1,84,19.75,0.019746,0.235071
2024-11,PRD-00005,Washing Up Liquid 500ml,HHE,B,ROAD,1,426,19.03,0.019026,0.044661
2024-11,PRD-00008,Toilet Cleaner 750ml,HHE,C,ROAD,1,400,17.14,0.01714,0.04285
2024-11,PRD-00027,Cotton Buds 200-Pack,PCA,A,SEA,1,156,14.36,0.014358,0.09204
2024-11,PRD-00012,Paper Towels 12-Roll,HHE,A,ROAD,1,400,14.18,0.01418,0.03545
2024-11,PRD-00033,Apple Cider Vinegar 500ml,FBV,A,ROAD,1,300,13.52,0.013523,0.045075
2024-11,PRD-00024,Hand Sanitiser 500ml,PCA,B,ROAD,1,264,13.23,0.013231,0.050119
2024-11,PRD-00044,Personalised Mug Gift Box,SGF,A,SEA,1,72,10.51,0.010505,0.145908
2024-11,PRD-00018,Conditioner 400ml,PCA,A,ROAD,1,200,9.24,0.00924,0.0462
2024-11,PRD-00017,Daily Shampoo 400ml,PCA,A,ROAD,1,192,5.89,0.005887,0.030661
2024-11,PRD-00026,Mouthwash Fresh Mint 500ml,PCA,A,ROAD,1,216,5.13,0.005133,0.023762
2024-11,PRD-00041,Spa Pamper Set,SGF,A,SEA,1,96,4.9,0.0049,0.05104
2024-11,PRD-00007,Kitchen Cleaner Spray 750ml,HHE,A,ROAD,2,500,4.59,0.004587,0.009175
2024-11,PRD-00030,Instant Hot Chocolate 400g,FBV,A,ROAD,1,360,3.31,0.003312,0.0092
2024-12,PRD-00043,Premium Notebook and Pen Set,SGF,A,AIR,1,200,533.73,0.533733,2.668666
2024-12,PRD-00038,Luxury Bath Gift Set,SGF,A,AIR,1,100,369.84,0.369839,3.698387
2024-12,PRD-00001,Premium Kitchen Roll 6-Pack,HHE,B,ROAD,1,570,251.27,0.251267,0.44082
2024-12,PRD-00032,Extra Virgin Olive Oil 500ml,FBV,C,ROAD,1,864,236.36,0.236356,0.273561
2024-12,PRD-00039,Premium Scented Candle Set,SGF,A,AIR,1,96,228.53,0.228525,2.380471
2024-12,PRD-00010,Multi-Surface Wipes 80-Pack,HHE,C,ROAD,1,576,186.83,0.186831,0.324359
2024-12,PRD-00003,Cling Film 100m,HHE,B,ROAD,1,500,137.52,0.13752,0.27504
2024-12,PRD-00037,Sparkling Water 12x500ml,FBV,B,ROAD,1,400,133.42,0.133416,0.33354
2024-12,PRD-00040,Artisan Chocolate Selection Box,SGF,A,ROAD,2,552,109.79,0.109793,0.1989
2024-12,PRD-00004,Bin Bags 40L 50-Pack,HHE,A,ROAD,2,500,105.66,0.10566,0.21132
2024-12,PRD-00019,Body Lotion 250ml,PCA,C,SEA,1,408,101.46,0.101456,0.248667
2024-12,PRD-00028,Premium Ground Coffee 250g,FBV,A,ROAD,1,384,99.35,0.099348,0.258719
2024-12,PRD-00031,Organic Honey 340g,FBV,B,ROAD,1,432,90.06,0.090055,0.208461
2024-12,PRD-00014,Oven Cleaner 300ml,HHE,A,ROAD,2,800,86.77,0.086768,0.10846
2024-12,PRD-00006,Dishwasher Tablets 60-Pack,HHE,B,ROAD,1,324,64.15,0.064152,0.198
2024-12,PRD-00034,Protein Granola 500g,FBV,C,ROAD,1,444,59.7,0.059701,0.134461
2024-12,PRD-00011,Sponge Scourers 10-Pack,HHE,A,ROAD,1,200,52.02,0.05202,0.2601
2024-12,PRD-00035,Mixed Nuts 200g,FBV,A,ROAD,1,360,50.74,0.050738,0.14094
2024-12,PRD-00015,Drain Unblocker 500ml,HHE,C,ROAD,1,576,48.41,0.048407,0.084039
2024-12,PRD-00013,Rubber Gloves Medium Pair,HHE,A,ROAD,1,336,45.72,0.045724,0.136082
2024-12,PRD-00016,Moisturising Hand Cream 100ml,PCA,B,ROAD,1,492,42.71,0.042706,0.0868
2024-12,PRD-00050,Fabric Softener 1.5L,CLN,A,ROAD,1,336,28.32,0.028325,0.0843
2024-12,PRD-00020,Shower Gel 500ml,PCA,A,ROAD,1,342,26.96,0.026957,0.078822
2024-12,PRD-00049,Laundry Detergent 2.5kg,CLN,A,ROAD,1,336,26.86,0.026863,0.07995
2024-12,PRD-00025,Toothpaste Whitening 100ml,PCA,A,SEA,1,288,25.79,0.02579,0.089548
2024-12,PRD-00029,English Breakfast Tea 80-Pack,FBV,C,ROAD,1,360,24.47,0.024473,0.06798
2024-12,PRD-00042,Aromatherapy Diffuser Kit,SGF,A,ROAD,1,96,22.57,0.022568,0.235088
2024-12,PRD-00048,Antibacterial Surface Spray 1L,CLN,B,ROAD,1,624,19.27,0.019266,0.030875
2024-12,PRD-00021,Deodorant Roll-On 50ml,PCA,A,ROAD,1,264,18.89,0.018886,0.071538
2024-12,PRD-00033,Apple Cider Vinegar 500ml,FBV,A,ROAD,1,400,18.03,0.01803,0.045075
2024-12,PRD-00024,Hand Sanitiser 500ml,PCA,B,ROAD,1,354,17.74,0.017742,0.050119
2024-12,PRD-00027,Cotton Buds 200-Pack,PCA,A,SEA,1,192,17.67,0.017672,0.09204
2024-12,PRD-00046,Professional Floor Cleaner 5L,CLN,B,ROAD,1,384,17.55,0.017549,0.0457
2024-12,PRD-00012,Paper Towels 12-Roll,HHE,A,ROAD,1,400,14.18,0.01418,0.03545
2024-12,PRD-00044,Personalised Mug Gift Box,SGF,A,SEA,1,96,14.01,0.014006,0.145897
2024-12,PRD-00038,Luxury Bath Gift Set,SGF,A,SEA,1,100,12.15,0.012153,0.12153
2024-12,PRD-00023,Lip Balm SPF15,PCA,B,ROAD,1,384,11.72,0.011719,0.030519
2024-12,PRD-00018,Conditioner 400ml,PCA,A,ROAD,1,200,9.24,0.00924,0.0462
2024-12,PRD-00009,Bathroom Cleaner 500ml,HHE,B,ROAD,1,500,7.85,0.00785,0.0157
2024-12,PRD-00017,Daily Shampoo 400ml,PCA,A,ROAD,1,210,6.44,0.006439,0.03066
2024-12,PRD-00026,Mouthwash Fresh Mint 500ml,PCA,A,ROAD,1,240,5.7,0.005702,0.02376
2024-12,PRD-00041,Spa Pamper Set,SGF,A,SEA,1,96,4.9,0.0049,0.05104
2024-12,PRD-00030,Instant Hot Chocolate 400g,FBV,A,ROAD,1,408,3.75,0.003754,0.0092
2024-12,PRD-00007,Kitchen Cleaner Spray 750ml,HHE,A,ROAD,1,300,2.75,0.002752,0.009175
2024-12,PRD-00021,Deodorant Roll-On 50ml,PCA,A,SEA,1,240,0.49,0.000491,0.002044
2025-01,PRD-00043,Premium Notebook and Pen Set,SGF,A,AIR,2,300,800.6,0.8006,2.668666
2025-01,PRD-00045,Festive Reed Diffuser,SGF,A,AIR,2,162,509.56,0.509563,3.14545
2025-01,PRD-00039,Premium Scented Candle Set,SGF,A,AIR,1,96,228.53,0.228525,2.380471
2025-01,PRD-00002,Aluminium Foil 30m Roll,HHE,C,ROAD,1,456,202.98,0.202984,0.445141
2025-01,PRD-00047,Industrial Degreaser 2L,CLN,C,ROAD,1,216,84.61,0.08461,0.391712
2025-01,PRD-00003,Cling Film 100m,HHE,B,ROAD,1,300,82.51,0.082512,0.27504
2025-01,PRD-00011,Sponge Scourers 10-Pack,HHE,A,ROAD,1,300,78.03,0.07803,0.2601
2025-01,PRD-00037,Sparkling Water 12x500ml,FBV,B,ROAD,1,200,66.71,0.066708,0.33354
2025-01,PRD-00028,Premium Ground Coffee 250g,FBV,A,ROAD,1,192,49.67,0.049675,0.258723
2025-01,PRD-00013,Rubber Gloves Medium Pair,HHE,A,ROAD,1,336,45.72,0.045724,0.136082
2025-01,PRD-00031,Organic Honey 340g,FBV,B,ROAD,1,216,45.03,0.045027,0.208457
2025-01,PRD-00025,Toothpaste Whitening 100ml,PCA,A,SEA,2,480,42.98,0.042981000000000005,0.089546
2025-01,PRD-00006,Dishwasher Tablets 60-Pack,HHE,B,ROAD,1,180,35.64,0.03564,0.198
2025-01,PRD-00034,Protein Granola 500g,FBV,C,ROAD,1,246,33.08,0.033077,0.134459
2025-01,PRD-00036,Herbal Tea Variety 40-Pack,FBV,B,ROAD,1,204,31.26,0.031259,0.153229
2025-01,PRD-00035,Mixed Nuts 200g,FBV,A,ROAD,1,168,23.68,0.023677,0.140936
2025-01,PRD-00022,Facial Cleanser 150ml,PCA,C,ROAD,1,372,22.34,0.022342,0.060059
2025-01,PRD-00014,Oven Cleaner 300ml,HHE,A,ROAD,1,200,21.69,0.021692,0.10846
2025-01,PRD-00005,Washing Up Liquid 500ml,HHE,B,ROAD,1,474,21.17,0.021168,0.044659
2025-01,PRD-00004,Bin Bags 40L 50-Pack,HHE,A,ROAD,1,100,21.13,0.021132,0.21132
2025-01,PRD-00049,Laundry Detergent 2.5kg,CLN,A,ROAD,1,192,15.35,0.01535,0.079951
2025-01,PRD-00050,Fabric Softener 1.5L,CLN,A,ROAD,1,168,14.16,0.014162,0.084301
2025-01,PRD-00020,Shower Gel 500ml,PCA,A,ROAD,1,168,13.24,0.013241,0.078817
2025-01,PRD-00029,English Breakfast Tea 80-Pack,FBV,C,ROAD,1,192,13.05,0.013053,0.067982
2025-01,PRD-00042,Aromatherapy Diffuser Kit,SGF,A,ROAD,1,48,11.28,0.011284,0.235088
2025-01,PRD-00046,Professional Floor Cleaner 5L,CLN,B,ROAD,1,216,9.87,0.009871,0.0457
2025-01,PRD-00033,Apple Cider Vinegar 500ml,FBV,A,ROAD,1,200,9.02,0.009015,0.045075
2025-01,PRD-00048,Antibacterial Surface Spray 1L,CLN,B,ROAD,1,288,8.89,0.008892,0.030875
2025-01,PRD-00021,Deodorant Roll-On 50ml,PCA,A,ROAD,1,120,8.58,0.008585,0.07154
2025-01,PRD-00008,Toilet Cleaner 750ml,HHE,C,ROAD,1,200,8.57,0.00857,0.04285
2025-01,PRD-00023,Lip Balm SPF15,PCA,B,ROAD,1,240,7.32,0.007325,0.03052
2025-01,PRD-00044,Personalised Mug Gift Box,SGF,A,SEA,1,48,7.0,0.007003,0.145896
2025-01,PRD-00041,Spa Pamper Set,SGF,A,SEA,1,96,4.9,0.0049,0.05104
2025-01,PRD-00009,Bathroom Cleaner 500ml,HHE,B,ROAD,1,300,4.71,0.00471,0.0157
2025-01,PRD-00018,Conditioner 400ml,PCA,A,ROAD,1,100,4.62,0.00462,0.0462
2025-01,PRD-00017,Daily Shampoo 400ml,PCA,A,ROAD,1,108,3.31,0.003311,0.030657
2025-01,PRD-00026,Mouthwash Fresh Mint 500ml,PCA,A,ROAD,1,120,2.85,0.002851,0.02376
2025-01,PRD-00007,Kitchen Cleaner Spray 750ml,HHE,A,ROAD,1,200,1.84,0.001835,0.009175
2025-01,PRD-00030,Instant Hot Chocolate 400g,FBV,A,ROAD,1,192,1.77,0.001766,0.009201
2025-02,PRD-00038,Luxury Bath Gift Set,SGF,A,AIR,2,200,739.68,0.739678,3.698387
2025-02,PRD-00043,Premium Notebook and Pen Set,SGF,A,AIR,1,100,266.87,0.266867,2.668666
2025-02,PRD-00001,Premium Kitchen Roll 6-Pack,HHE,B,ROAD,1,288,126.96,0.126956,0.440819
2025-02,PRD-00032,Extra Virgin Olive Oil 500ml,FBV,C,ROAD,1,432,118.18,0.118178,0.273561
2025-02,PRD-00039,Premium Scented Candle Set,SGF,A,AIR,1,48,114.26,0.114263,2.380471
2025-02,PRD-00010,Multi-Surface Wipes 80-Pack,HHE,C,ROAD,1,288,93.42,0.093416,0.324362
2025-02,PRD-00040,Artisan Chocolate Selection Box,SGF,A,ROAD,2,312,62.06,0.062057,0.1989
2025-02,PRD-00019,Body Lotion 250ml,PCA,C,SEA,1,228,56.7,0.056697,0.248669
2025-02,PRD-00028,Premium Ground Coffee 250g,FBV,A,ROAD,1,192,49.67,0.049675,0.258723
2025-02,PRD-00036,Herbal Tea Variety 40-Pack,FBV,B,ROAD,1,216,33.1,0.033098,0.153231
2025-02,PRD-00015,Drain Unblocker 500ml,HHE,C,ROAD,1,336,28.24,0.028237,0.084039
2025-02,PRD-00035,Mixed Nuts 200g,FBV,A,ROAD,1,192,27.06,0.027061,0.140944
2025-02,PRD-00013,Rubber Gloves Medium Pair,HHE,A,ROAD,1,192,26.13,0.026127,0.136078
2025-02,PRD-00011,Sponge Scourers 10-Pack,HHE,A,ROAD,1,100,26.01,0.02601,0.2601
2025-02,PRD-00016,Moisturising Hand Cream 100ml,PCA,B,ROAD,1,264,22.92,0.022915,0.0868
2025-02,PRD-00014,Oven Cleaner 300ml,HHE,A,ROAD,1,200,21.69,0.021692,0.10846
2025-02,PRD-00004,Bin Bags 40L 50-Pack,HHE,A,ROAD,1,100,21.13,0.021132,0.21132
2025-02,PRD-00027,Cotton Buds 200-Pack,PCA,A,SEA,1,216,19.88,0.019881,0.09204
