order_id,product_id,supplier_id,warehouse_id,quantity_ordered,unit_cost_gbp,total_cost_gbp,order_date,expected_delivery_date,actual_delivery_date,lead_time_days,transport_mode,weight_kg_total,is_urgent_order,order_status
PO-000183,PRD-00014,SUP-002,WH-003,100,7.67,767.0,2025-06-30,2025-07-11,2025-07-11,11,ROAD,98.6,False,DELIVERED
PO-000184,PRD-00014,SUP-002,WH-003,100,7.51,751.0,2025-08-26,2025-09-03,2025-09-02,8,ROAD,98.6,False,DELIVERED
PO-000185,PRD-00014,SUP-002,WH-003,100,7.53,753.0,2025-10-27,2025-11-04,2025-11-06,8,ROAD,98.6,False,DELIVERED
PO-000186,PRD-00014,SUP-002,WH-002,200,7.38,1476.0,2025-12-21,2025-12-30,2025-12-30,9,ROAD,197.2,False,DELIVERED
PO-000187,PRD-00015,SUP-002,WH-002,336,2.44,819.84,2024-01-17,2024-01-28,2024-01-28,11,ROAD,256.7,False,DELIVERED
PO-000188,PRD-00015,SUP-002,WH-002,384,2.42,929.28,2024-03-15,2024-03-26,2024-03-27,11,ROAD,293.38,False,DELIVERED
PO-000189,PRD-00015,SUP-002,WH-001,432,2.39,1032.48,2024-05-15,2024-05-26,2024-05-29,11,ROAD,330.05,False,DELIVERED
PO-000190,PRD-00015,SUP-002,WH-001,480,2.43,1166.4,2024-07-14,2024-07-21,2024-07-24,7,ROAD,366.72,False,DELIVERED
PO-000191,PRD-00015,SUP-002,WH-001,432,2.49,1075.68,2024-09-15,2024-09-24,2024-09-25,9,ROAD,330.05,False,DELIVERED
PO-000192,PRD-00015,SUP-002,WH-002,576,2.53,1457.28,2024-11-18,2024-11-26,2024-11-26,8,ROAD,440.06,False,DELIVERED
PO-000193,PRD-00015,SUP-002,WH-002,336,2.4,806.4,2025-01-18,2025-01-26,2025-01-25,8,ROAD,256.7,False,DELIVERED
PO-000194,PRD-00015,SUP-002,WH-001,384,2.37,910.08,2025-03-20,2025-03-30,2025-03-30,10,ROAD,293.38,False,DELIVERED
PO-000195,PRD-00015,SUP-002,WH-003,432,2.4,1036.8,2025-05-14,2025-05-24,2025-05-24,10,ROAD,330.05,False,DELIVERED
PO-000196,PRD-00015,SUP-002,WH-002,480,2.43,1166.4,2025-07-12,2025-07-20,2025-07-19,8,ROAD,366.72,False,DELIVERED
PO-000197,PRD-00015,SUP-002,WH-001,432,2.4,1036.8,2025-09-07,2025-09-16,2025-09-15,9,ROAD,330.05,False,DELIVERED
PO-000198,PRD-00015,SUP-002,WH-001,576,2.57,1480.32,2025-11-11,2025-11-20,2025-11-23,9,ROAD,440.06,False,DELIVERED
PO-000199,PRD-00016,SUP-005,WH-003,132,4.12,543.84,2024-01-18,2024-01-31,2024-02-01,13,ROAD,81.84,False,DELIVERED
PO-000200,PRD-00016,SUP-005,WH-003,156,4.41,687.96,2024-03-20,2024-03-30,2024-04-02,10,ROAD,96.72,False,DELIVERED
PO-000201,PRD-00016,SUP-005,WH-003,180,4.27,768.6,2024-05-14,2024-05-24,2024-05-24,10,ROAD,111.6,False,DELIVERED
PO-000202,PRD-00016,SUP-005,WH-002,192,4.21,808.32,2024-07-18,2024-07-26,2024-07-25,8,ROAD,119.04,False,DELIVERED
PO-000203,PRD-00016,SUP-005,WH-002,180,4.14,745.2,2024-09-12,2024-09-22,2024-09-21,10,ROAD,111.6,False,DELIVERED
PO-000204,PRD-00016,SUP-005,WH-003,240,4.08,979.2,2024-11-09,2024-11-24,2024-11-27,15,ROAD,148.8,False,DELIVERED
PO-000205,PRD-00016,SUP-005,WH-001,132,4.08,538.56,2025-01-03,2025-01-13,2025-01-14,10,ROAD,81.84,False,DELIVERED
PO-000206,PRD-00016,SUP-005,WH-003,156,4.16,648.96,2025-03-07,2025-03-17,2025-03-20,10,ROAD,96.72,False,DELIVERED
PO-000207,PRD-00016,SUP-005,WH-003,180,4.2,756.0,2025-05-09,2025-05-17,2025-05-16,8,ROAD,111.6,False,DELIVERED
PO-000208,PRD-00016,SUP-005,WH-002,192,4.24,814.08,2025-07-08,2025-07-17,2025-07-19,9,ROAD,119.04,False,DELIVERED
PO-000209,PRD-00016,SUP-005,WH-002,180,4.2,756.0,2025-09-02,2025-09-12,2025-09-11,10,ROAD,111.6,False,DELIVERED
PO-000210,PRD-00016,SUP-005,WH-003,240,4.16,998.4,2025-11-02,2025-11-11,2025-11-13,9,ROAD,148.8,False,DELIVERED
PO-000211,PRD-00017,SUP-005,WH-003,108,13.98,1509.84,2024-01-06,2024-01-17,2024-01-17,11,ROAD,23.65,False,DELIVERED
PO-000212,PRD-00017,SUP-005,WH-002,114,14.02,1598.28,2024-02-03,2024-02-11,2024-02-12,8,ROAD,24.97,False,DELIVERED
PO-000213,PRD-00017,SUP-005,WH-002,126,14.35,1808.1,2024-03-03,2024-03-12,2024-03-12,9,ROAD,27.59,False,DELIVERED
PO-000214,PRD-00017,SUP-005,WH-003,126,14.15,1782.9,2024-03-29,2024-04-17,2024-04-17,19,SEA,27.59,True,DELIVERED
PO-000215,PRD-00017,SUP-005,WH-003,138,14.05,1938.9,2024-05-01,2024-05-12,2024-05-14,11,ROAD,30.22,False,DELIVERED
PO-000216,PRD-00017,SUP-005,WH-001,138,13.88,1915.44,2024-05-28,2024-06-06,2024-06-07,9,ROAD,30.22,False,DELIVERED
PO-000217,PRD-00017,SUP-005,WH-001,144,14.75,2124.0,2024-06-29,2024-07-07,2024-07-07,8,ROAD,31.54,False,DELIVERED
PO-000218,PRD-00017,SUP-005,WH-003,156,14.09,2198.04,2024-07-30,2024-08-08,2024-08-10,9,ROAD,34.16,False,DELIVERED
PO-000219,PRD-00017,SUP-005,WH-003,144,14.38,2070.72,2024-08-30,2024-09-07,2024-09-08,8,ROAD,31.54,False,DELIVERED
PO-000220,PRD-00017,SUP-005,WH-001,138,14.46,1995.48,2024-09-29,2024-10-10,2024-10-13,11,ROAD,30.22,False,DELIVERED
PO-000221,PRD-00017,SUP-005,WH-002,192,14.57,2797.44,2024-11-03,2024-11-13,2024-11-12,10,ROAD,42.05,False,DELIVERED
PO-000222,PRD-00017,SUP-005,WH-003,210,14.23,2988.3,2024-12-01,2024-12-09,2024-12-12,8,ROAD,45.99,False,DELIVERED
PO-000223,PRD-00017,SUP-005,WH-001,108,14.31,1545.48,2025-01-04,2025-01-12,2025-01-15,8,ROAD,23.65,False,DELIVERED
PO-000224,PRD-00017,SUP-005,WH-001,114,13.61,1551.54,2025-02-02,2025-02-13,2025-02-12,11,ROAD,24.97,False,DELIVERED
PO-000225,PRD-00017,SUP-005,WH-003,126,14.44,1819.44,2025-03-04,2025-03-15,2025-03-15,11,ROAD,27.59,False,DELIVERED
PO-000226,PRD-00017,SUP-005,WH-003,132,14.77,1949.64,2025-04-05,2025-04-15,2025-04-15,10,ROAD,28.91,False,DELIVERED
PO-000227,PRD-00017,SUP-005,WH-003,138,14.39,1985.82,2025-05-07,2025-05-20,2025-05-23,13,SEA,30.22,True,DELIVERED
PO-000228,PRD-00017,SUP-005,WH-001,144,13.88,1998.72,2025-06-08,2025-06-18,2025-06-18,10,ROAD,31.54,False,DELIVERED
PO-000229,PRD-00017,SUP-005,WH-002,156,14.16,2208.96,2025-07-12,2025-07-22,2025-07-22,10,ROAD,34.16,False,DELIVERED
PO-000230,PRD-00017,SUP-005,WH-002,144,13.54,1949.76,2025-08-10,2025-08-27,2025-08-27,17,ROAD,31.54,False,DELIVERED
PO-000231,PRD-00017,SUP-005,WH-003,138,14.09,1944.42,2025-09-14,2025-09-24,2025-09-26,10,ROAD,30.22,False,DELIVERED
PO-000232,PRD-00017,SUP-005,WH-002,156,14.32,2233.92,2025-10-10,2025-10-19,2025-10-20,9,ROAD,34.16,False,DELIVERED
PO-000233,PRD-00017,SUP-005,WH-002,192,14.27,2739.84,2025-11-05,2025-11-15,2025-11-16,10,ROAD,42.05,False,DELIVERED
PO-000234,PRD-00017,SUP-005,WH-002,210,14.44,3032.4,2025-12-07,2025-12-21,2025-12-22,14,ROAD,45.99,False,DELIVERED
PO-000235,PRD-00018,SUP-002,WH-001,100,16.18,1618.0,2024-01-14,2024-01-23,2024-01-24,9,ROAD,42.0,False,DELIVERED
PO-000236,PRD-00018,SUP-002,WH-001,100,16.2,1620.0,2024-02-09,2024-02-17,2024-02-16,8,ROAD,42.0,False,DELIVERED
PO-000237,PRD-00018,SUP-002,WH-003,100,16.17,1617.0,2024-03-08,2024-03-15,2024-03-16,7,ROAD,42.0,False,DELIVERED
PO-000238,PRD-00018,SUP-002,WH-001,100,16.49,1649.0,2024-04-08,2024-04-15,2024-04-16,7,ROAD,42.0,False,DELIVERED
PO-000239,PRD-00018,SUP-002,WH-003,100,15.94,1594.0,2024-05-04,2024-05-15,2024-05-16,11,RAIL,42.0,True,DELIVERED
PO-000240,PRD-00018,SUP-002,WH-003,100,15.78,1578.0,2024-06-06,2024-06-13,2024-06-16,7,ROAD,42.0,False,DELIVERED
PO-000241,PRD-00018,SUP-002,WH-002,100,16.34,1634.0,2024-07-05,2024-07-14,2024-07-17,9,ROAD,42.0,False,DELIVERED
PO-000242,PRD-00018,SUP-002,WH-001,100,15.46,1546.0,2024-08-03,2024-08-13,2024-08-15,10,ROAD,42.0,False,DELIVERED
PO-000243,PRD-00018,SUP-002,WH-001,100,16.07,1607.0,2024-08-30,2024-09-10,2024-09-13,11,RAIL,42.0,True,DELIVERED
PO-000244,PRD-00018,SUP-002,WH-003,100,16.76,1676.0,2024-09-28,2024-10-08,2024-10-10,10,ROAD,42.0,False,DELIVERED
PO-000245,PRD-00018,SUP-002,WH-003,200,16.32,3264.0,2024-11-01,2024-11-09,2024-11-11,8,ROAD,84.0,False,DELIVERED
PO-000246,PRD-00018,SUP-002,WH-002,200,16.05,3210.0,2024-12-03,2024-12-11,2024-12-14,8,ROAD,84.0,False,DELIVERED
PO-000247,PRD-00018,SUP-002,WH-002,200,16.07,3214.0,2024-12-28,2025-01-08,2025-01-11,11,ROAD,84.0,False,DELIVERED
PO-000248,PRD-00018,SUP-002,WH-003,100,16.36,1636.0,2025-01-28,2025-02-07,2025-02-10,10,ROAD,42.0,False,DELIVERED
PO-000249,PRD-00018,SUP-002,WH-003,100,16.82,1682.0,2025-02-26,2025-03-09,2025-03-12,11,ROAD,42.0,False,DELIVERED
PO-000250,PRD-00018,SUP-002,WH-002,100,16.48,1648.0,2025-03-28,2025-04-07,2025-04-08,10,ROAD,42.0,False,DELIVERED
PO-000251,PRD-00018,SUP-002,WH-002,100,16.33,1633.0,2025-04-30,2025-05-11,2025-05-13,11,ROAD,42.0,False,DELIVERED
PO-000252,PRD-00018,SUP-002,WH-001,100,16.67,1667.0,2025-06-03,2025-06-10,2025-06-11,7,ROAD,42.0,False,DELIVERED
PO-000253,PRD-00018,SUP-002,WH-003,100,16.67,1667.0,2025-07-06,2025-07-15,2025-07-16,9,ROAD,42.0,False,DELIVERED
PO-000254,PRD-00018,SUP-002,WH-001,100,16.65,1665.0,2025-07-31,2025-08-07,2025-08-07,7,ROAD,42.0,False,DELIVERED
PO-000255,PRD-00018,SUP-002,WH-001,100,16.17,1617.0,2025-09-01,2025-09-11,2025-09-13,10,ROAD,42.0,False,DELIVERED
PO-000256,PRD-00018,SUP-002,WH-001,100,16.55,1655.0,2025-10-02,2025-10-12,2025-10-13,10,ROAD,42.0,False,DELIVERED
PO-000257,PRD-00018,SUP-002,WH-001,200,16.44,3288.0,2025-11-04,2025-11-14,2025-11-13,10,ROAD,84.0,False,DELIVERED
PO-000258,PRD-00018,SUP-002,WH-003,200,15.77,3154.0,2025-12-02,2025-12-09,2025-12-11,7,ROAD,84.0,False,DELIVERED
PO-000259,PRD-00019,SUP-003,WH-002,228,2.52,574.56,2024-01-21,2024-02-08,2024-02-07,18,SEA,181.72,False,DELIVERED
PO-000260,PRD-00019,SUP-003,WH-001,270,2.43,656.1,2024-03-19,2024-04-10,2024-04-09,22,SEA,215.19,False,DELIVERED
PO-000261,PRD-00019,SUP-003,WH-002,300,2.49,747.0,2024-05-14,2024-06-07,2024-06-07,24,SEA,239.1,False,DELIVERED
PO-000262,PRD-00019,SUP-003,WH-001,336,2.45,823.2,2024-07-18,2024-08-06,2024-08-05,19,SEA,267.79,False,DELIVERED
PO-000263,PRD-00019,SUP-003,WH-003,300,2.42,726.0,2024-09-19,2024-10-20,2024-10-21,31,SEA,239.1,False,DELIVERED
PO-000264,PRD-00019,SUP-003,WH-001,408,2.39,975.12,2024-11-15,2024-12-20,2024-12-21,35,SEA,325.18,False,DELIVERED
PO-000265,PRD-00019,SUP-003,WH-003,228,2.46,560.88,2025-01-11,2025-02-08,2025-02-07,28,SEA,181.72,False,DELIVERED
PO-000266,PRD-00019,SUP-003,WH-001,270,2.48,669.6,2025-03-13,2025-03-31,2025-03-31,18,SEA,215.19,False,DELIVERED
PO-000267,PRD-00019,SUP-003,WH-001,300,2.47,741.0,2025-05-07,2025-06-04,2025-06-06,28,SEA,239.1,False,DELIVERED
PO-000268,PRD-00019,SUP-003,WH-002,336,2.39,803.04,2025-07-08,2025-08-09,2025-08-11,32,SEA,267.79,False,DELIVERED
PO-000269,PRD-00019,SUP-003,WH-002,300,2.44,732.0,2025-09-06,2025-09-24,2025-09-23,18,SEA,239.1,False,DELIVERED
PO-000270,PRD-00019,SUP-003,WH-002,408,2.33,950.64,2025-11-02,2025-11-22,2025-11-21,20,SEA,325.18,False,DELIVERED
PO-000271,PRD-00020,SUP-005,WH-002,144,7.92,1140.48,2024-01-17,2024-01-25,2024-01-24,8,ROAD,81.07,False,DELIVERED
PO-000272,PRD-00020,SUP-005,WH-003,150,7.96,1194.0,2024-02-28,2024-03-12,2024-03-12,13,ROAD,84.45,False,DELIVERED
PO-000273,PRD-00020,SUP-005,WH-002,180,7.98,1436.4,2024-04-17,2024-04-27,2024-04-28,10,ROAD,101.34,False,DELIVERED
PO-000274,PRD-00020,SUP-005,WH-001,192,8.16,1566.72,2024-05-28,2024-06-09,2024-06-10,12,ROAD,108.1,False,DELIVERED
PO-000275,PRD-00020,SUP-005,WH-003,210,7.79,1635.9,2024-07-13,2024-07-25,2024-07-24,12,ROAD,118.23,False,DELIVERED
PO-000276,PRD-00020,SUP-005,WH-003,198,7.97,1578.06,2024-08-31,2024-09-11,2024-09-13,11,ROAD,111.47,False,DELIVERED
PO-000277,PRD-00020,SUP-005,WH-003,210,7.77,1631.7,2024-10-19,2024-10-29,2024-11-01,10,ROAD,118.23,False,DELIVERED
PO-000278,PRD-00020,SUP-005,WH-001,258,7.76,2002.08,2024-11-30,2024-12-13,2024-12-14,13,ROAD,145.25,False,DELIVERED
PO-000279,PRD-00020,SUP-005,WH-002,144,8.05,1159.2,2025-01-17,2025-01-26,2025-01-29,9,ROAD,81.07,False,DELIVERED
PO-000280,PRD-00020,SUP-005,WH-001,168,7.86,1320.48,2025-03-02,2025-03-12,2025-03-13,10,ROAD,94.58,False,DELIVERED
PO-000281,PRD-00020,SUP-005,WH-003,180,8.23,1481.4,2025-04-20,2025-05-02,2025-05-03,12,ROAD,101.34,False,DELIVERED
PO-000282,PRD-00020,SUP-005,WH-001,198,8.0,1584.0,2025-06-03,2025-06-12,2025-06-13,9,ROAD,111.47,False,DELIVERED
PO-000283,PRD-00020,SUP-005,WH-003,210,7.95,1669.5,2025-07-22,2025-07-30,2025-07-30,8,ROAD,118.23,False,DELIVERED
PO-000284,PRD-00020,SUP-005,WH-003,192,7.99,1534.08,2025-09-09,2025-09-20,2025-09-21,11,ROAD,108.1,False,DELIVERED
PO-000285,PRD-00020,SUP-005,WH-002,210,7.83,1644.3,2025-10-29,2025-11-06,2025-11-07,8,ROAD,118.23,False,DELIVERED
PO-000286,PRD-00020,SUP-005,WH-003,288,7.95,2289.6,2025-12-18,2025-12-28,2025-12-30,10,ROAD,162.14,False,DELIVERED
PO-000287,PRD-00021,SUP-005,WH-002,96,10.03,962.88,2024-01-22,2024-02-02,2024-02-03,11,ROAD,49.06,False,DELIVERED
PO-000288,PRD-00021,SUP-005,WH-003,120,9.75,1170.0,2024-03-12,2024-03-22,2024-03-23,10,ROAD,61.32,False,DELIVERED
PO-000289,PRD-00021,SUP-005,WH-002,144,10.13,1458.72,2024-04-27,2024-05-09,2024-05-10,12,ROAD,73.58,False,DELIVERED
PO-000290,PRD-00021,SUP-005,WH-001,144,10.04,1445.76,2024-06-11,2024-06-21,2024-06-23,10,ROAD,73.58,False,DELIVERED
PO-000291,PRD-00021,SUP-005,WH-003,144,10.52,1514.88,2024-07-26,2024-08-06,2024-08-05,11,ROAD,73.58,False,DELIVERED
PO-000292,PRD-00021,SUP-005,WH-003,144,9.97,1435.68,2024-09-04,2024-09-16,2024-09-17,12,ROAD,73.58,False,DELIVERED
PO-000293,PRD-00021,SUP-005,WH-002,144,9.79,1409.76,2024-10-22,2024-10-30,2024-10-29,8,ROAD,73.58,False,DELIVERED
PO-000294,PRD-00021,SUP-005,WH-003,216,9.9,2138.4,2024-12-07,2024-12-17,2024-12-18,10,ROAD,110.38,False,DELIVERED
PO-000295,PRD-00021,SUP-005,WH-001,96,9.93,953.28,2025-01-20,2025-02-08,2025-02-08,19,ROAD,49.06,False,DELIVERED
PO-000296,PRD-00021,SUP-005,WH-003,120,10.18,1221.6,2025-03-02,2025-03-14,2025-03-13,12,ROAD,61.32,False,DELIVERED
PO-000297,PRD-00021,SUP-005,WH-003,144,9.87,1421.28,2025-04-16,2025-04-29,2025-05-02,13,ROAD,73.58,False,DELIVERED
PO-000298,PRD-00021,SUP-005,WH-003,144,10.06,1448.64,2025-06-02,2025-06-12,2025-06-15,10,ROAD,73.58,False,DELIVERED
PO-000299,PRD-00021,SUP-005,WH-002,144,10.02,1442.88,2025-07-20,2025-08-01,2025-07-31,12,ROAD,73.58,False,DELIVERED
PO-000300,PRD-00021,SUP-005,WH-001,144,9.75,1404.0,2025-08-31,2025-09-12,2025-09-14,12,ROAD,73.58,False,DELIVERED
PO-000301,PRD-00021,SUP-005,WH-001,144,10.12,1457.28,2025-10-11,2025-10-20,2025-10-19,9,ROAD,73.58,False,DELIVERED
PO-000302,PRD-00021,SUP-005,WH-001,192,10.1,1939.2,2025-11-21,2025-12-03,2025-12-05,12,ROAD,98.11,False,DELIVERED
PO-000303,PRD-00022,SUP-002,WH-003,186,2.64,491.04,2024-01-15,2024-01-24,2024-01-27,9,ROAD,101.56,False,DELIVERED
PO-000304,PRD-00022,SUP-002,WH-002,222,2.69,597.18,2024-03-10,2024-03-18,2024-03-19,8,ROAD,121.21,False,DELIVERED
PO-000305,PRD-00022,SUP-002,WH-001,246,2.65,651.9,2024-05-09,2024-05-20,2024-05-22,11,ROAD,134.32,False,DELIVERED
PO-000306,PRD-00022,SUP-002,WH-002,270,2.65,715.5,2024-07-03,2024-07-13,2024-07-13,10,ROAD,147.42,False,DELIVERED
PO-000307,PRD-00022,SUP-002,WH-001,246,2.64,649.44,2024-09-06,2024-09-16,2024-09-19,10,ROAD,134.32,False,DELIVERED
PO-000308,PRD-00022,SUP-002,WH-001,336,2.57,863.52,2024-11-09,2024-11-16,2024-11-15,7,ROAD,183.46,False,DELIVERED
PO-000309,PRD-00022,SUP-002,WH-002,186,2.72,505.92,2025-01-10,2025-01-17,2025-01-19,7,ROAD,101.56,False,DELIVERED
PO-000310,PRD-00022,SUP-002,WH-001,222,2.67,592.74,2025-03-13,2025-03-20,2025-03-20,7,ROAD,121.21,False,DELIVERED
PO-000311,PRD-00022,SUP-002,WH-001,246,2.63,646.98,2025-05-11,2025-05-20,2025-05-19,9,ROAD,134.32,False,DELIVERED
PO-000312,PRD-00022,SUP-002,WH-003,270,2.69,726.3,2025-07-11,2025-07-19,2025-07-21,8,ROAD,147.42,False,DELIVERED
PO-000313,PRD-00022,SUP-002,WH-001,246,2.6,639.6,2025-09-13,2025-09-22,2025-09-23,9,ROAD,134.32,False,DELIVERED
PO-000314,PRD-00022,SUP-002,WH-001,336,2.69,903.84,2025-11-11,2025-11-27,2025-11-26,16,ROAD,183.46,False,DELIVERED
PO-000315,PRD-00023,SUP-005,WH-001,96,4.29,411.84,2024-01-13,2024-01-23,2024-01-25,10,ROAD,20.93,False,DELIVERED
PO-000316,PRD-00023,SUP-005,WH-002,144,4.22,607.68,2024-03-08,2024-03-20,2024-03-19,12,ROAD,31.39,False,DELIVERED
PO-000317,PRD-00023,SUP-005,WH-002,144,4.14,596.16,2024-05-10,2024-05-18,2024-05-19,8,ROAD,31.39,False,DELIVERED
PO-000318,PRD-00023,SUP-005,WH-001,192,4.08,783.36,2024-07-05,2024-07-14,2024-07-17,9,ROAD,41.86,False,DELIVERED
PO-000319,PRD-00023,SUP-005,WH-002,144,4.36,627.84,2024-09-06,2024-09-17,2024-09-17,11,ROAD,31.39,False,DELIVERED
PO-000320,PRD-00023,SUP-005,WH-001,192,4.14,794.88,2024-11-08,2024-11-17,2024-11-17,9,ROAD,41.86,False,DELIVERED
PO-000321,PRD-00023,SUP-005,WH-003,96,4.23,406.08,2025-01-04,2025-01-17,2025-01-18,13,ROAD,20.93,False,DELIVERED
PO-000322,PRD-00023,SUP-005,WH-003,144,4.31,620.64,2025-03-01,2025-03-11,2025-03-14,10,ROAD,31.39,False,DELIVERED
PO-000323,PRD-00023,SUP-005,WH-001,144,4.24,610.56,2025-05-02,2025-05-12,2025-05-12,10,ROAD,31.39,False,DELIVERED
PO-000324,PRD-00023,SUP-005,WH-001,192,4.23,812.16,2025-07-01,2025-07-12,2025-07-15,11,ROAD,41.86,False,DELIVERED
PO-000325,PRD-00023,SUP-005,WH-001,144,4.14,596.16,2025-09-03,2025-09-12,2025-09-15,9,ROAD,31.39,False,DELIVERED
PO-000326,PRD-00023,SUP-005,WH-003,192,4.15,796.8,2025-11-05,2025-11-15,2025-11-15,10,ROAD,41.86,False,DELIVERED
PO-000327,PRD-00024,SUP-005,WH-002,96,6.34,608.64,2024-01-16,2024-01-25,2024-01-24,9,ROAD,34.37,False,DELIVERED
PO-000328,PRD-00024,SUP-005,WH-003,114,6.36,725.04,2024-03-13,2024-03-22,2024-03-24,9,ROAD,40.81,False,DELIVERED
PO-000329,PRD-00024,SUP-005,WH-002,126,6.26,788.76,2024-05-08,2024-05-19,2024-05-18,11,ROAD,45.11,False,DELIVERED
PO-000330,PRD-00024,SUP-005,WH-002,138,5.9,814.2,2024-07-12,2024-07-23,2024-07-22,11,ROAD,49.4,False,DELIVERED
PO-000331,PRD-00024,SUP-005,WH-003,126,5.94,748.44,2024-09-10,2024-09-20,2024-09-20,10,ROAD,45.11,False,DELIVERED
PO-000332,PRD-00024,SUP-005,WH-002,168,6.29,1056.72,2024-11-04,2024-11-13,2024-11-14,9,ROAD,60.14,False,DELIVERED
PO-000333,PRD-00024,SUP-005,WH-003,192,5.98,1148.16,2024-12-30,2025-01-09,2025-01-09,10,ROAD,68.74,False,DELIVERED
PO-000334,PRD-00024,SUP-005,WH-001,102,6.19,631.38,2025-02-23,2025-03-13,2025-03-14,18,ROAD,36.52,False,DELIVERED
PO-000335,PRD-00024,SUP-005,WH-001,120,6.23,747.6,2025-04-19,2025-04-27,2025-04-28,8,ROAD,42.96,False,DELIVERED
PO-000336,PRD-00024,SUP-005,WH-002,132,5.93,782.76,2025-06-17,2025-06-28,2025-07-01,11,ROAD,47.26,False,DELIVERED
PO-000337,PRD-00024,SUP-005,WH-001,132,5.82,768.24,2025-08-21,2025-08-30,2025-09-02,9,ROAD,47.26,False,DELIVERED
PO-000338,PRD-00024,SUP-005,WH-003,138,6.12,844.56,2025-10-15,2025-10-24,2025-10-27,9,ROAD,49.4,False,DELIVERED
PO-000339,PRD-00024,SUP-005,WH-003,192,6.06,1163.52,2025-12-16,2025-12-25,2025-12-27,9,ROAD,68.74,False,DELIVERED
PO-000340,PRD-00025,SUP-003,WH-002,144,8.52,1226.88,2024-01-02,2024-01-21,2024-01-22,19,SEA,41.33,False,DELIVERED
PO-000341,PRD-00025,SUP-003,WH-003,144,8.32,1198.08,2024-02-14,2024-03-07,2024-03-08,22,SEA,41.33,False,DELIVERED
PO-000342,PRD-00025,SUP-003,WH-003,192,8.37,1607.04,2024-04-04,2024-05-02,2024-05-04,28,SEA,55.1,False,DELIVERED
PO-000343,PRD-00025,SUP-003,WH-002,192,8.07,1549.44,2024-05-15,2024-06-02,2024-06-01,18,SEA,55.1,False,DELIVERED
PO-000344,PRD-00025,SUP-003,WH-003,192,7.99,1534.08,2024-07-01,2024-07-19,2024-07-18,18,SEA,55.1,False,DELIVERED
PO-000345,PRD-00025,SUP-003,WH-003,192,8.25,1584.0,2024-08-19,2024-09-26,2024-09-26,38,SEA,55.1,False,DELIVERED
PO-000346,PRD-00025,SUP-003,WH-001,192,8.41,1614.72,2024-10-05,2024-11-05,2024-11-06,31,SEA,55.1,False,DELIVERED
PO-000347,PRD-00025,SUP-003,WH-001,240,8.45,2028.0,2024-11-18,2024-12-15,2024-12-17,27,SEA,68.88,False,DELIVERED
PO-000348,PRD-00025,SUP-003,WH-002,144,7.85,1130.4,2025-01-07,2025-01-25,2025-01-25,18,SEA,41.33,False,DELIVERED
PO-000349,PRD-00025,SUP-003,WH-003,144,8.5,1224.0,2025-02-26,2025-04-18,2025-04-17,51,SEA,41.33,False,DELIVERED
PO-000350,PRD-00025,SUP-003,WH-002,192,8.15,1564.8,2025-04-15,2025-05-09,2025-05-09,24,SEA,55.1,False,DELIVERED
PO-000351,PRD-00025,SUP-003,WH-003,192,8.58,1647.36,2025-06-04,2025-07-12,2025-07-12,38,SEA,55.1,False,DELIVERED
PO-000352,PRD-00025,SUP-003,WH-002,192,8.38,1608.96,2025-07-23,2025-08-21,2025-08-22,29,SEA,55.1,False,DELIVERED
PO-000353,PRD-00025,SUP-003,WH-003,192,8.1,1555.2,2025-09-05,2025-10-04,2025-10-06,29,SEA,55.1,False,DELIVERED
PO-000354,PRD-00025,SUP-003,WH-002,192,8.15,1564.8,2025-10-21,2025-11-13,2025-11-15,23,SEA,55.1,False,DELIVERED
PO-000355,PRD-00025,SUP-003,WH-003,288,8.42,2424.96,2025-12-05,2026-01-02,2026-01-05,28,SEA,82.66,False,IN_TRANSIT
PO-000356,PRD-00026,SUP-002,WH-002,96,11.86,1138.56,2024-01-19,2024-01-27,2024-01-29,8,ROAD,20.74,False,DELIVERED
PO-000357,PRD-00026,SUP-002,WH-003,120,12.18,1461.6,2024-03-04,2024-03-14,2024-03-14,10,ROAD,25.92,False,DELIVERED
PO-000358,PRD-00026,SUP-002,WH-003,120,12.2,1464.0,2024-04-18,2024-04-26,2024-04-26,8,ROAD,25.92,False,DELIVERED
PO-000359,PRD-00026,SUP-002,WH-001,144,11.96,1722.24,2024-06-01,2024-06-09,2024-06-11,8,ROAD,31.1,False,DELIVERED
PO-000360,PRD-00026,SUP-002,WH-002,144,12.35,1778.4,2024-07-14,2024-07-23,2024-07-23,9,ROAD,31.1,False,DELIVERED
PO-000361,PRD-00026,SUP-002,WH-001,144,11.96,1722.24,2024-09-01,2024-09-10,2024-09-12,9,ROAD,31.1,False,DELIVERED
PO-000362,PRD-00026,SUP-002,WH-003,144,11.97,1723.68,2024-10-15,2024-10-24,2024-10-25,9,ROAD,31.1,False,DELIVERED
PO-000363,PRD-00026,SUP-002,WH-002,192,12.0,2304.0,2024-11-25,2024-12-02,2024-12-03,7,ROAD,41.47,False,DELIVERED
PO-000364,PRD-00026,SUP-002,WH-002,96,11.66,1119.36,2025-01-09,2025-01-17,2025-01-16,8,ROAD,20.74,False,DELIVERED
PO-000365,PRD-00026,SUP-002,WH-002,120,12.34,1480.8,2025-02-26,2025-03-06,2025-03-07,8,ROAD,25.92,False,DELIVERED
PO-000366,PRD-00026,SUP-002,WH-001,120,12.08,1449.6,2025-04-08,2025-04-17,2025-04-18,9,ROAD,25.92,False,DELIVERED
