snapshot_date,product_id,warehouse_id,stock_on_hand,stock_cover_days,avg_daily_demand,is_stock_out,is_slow_mover,is_at_risk,stock_value_gbp,abc_class
2024-07-01,PRD-00031,WH-003,488,68.9,7.08,False,False,False,2674.24,B
2024-07-01,PRD-00032,WH-003,623,59.8,10.43,False,False,False,996.8,C
2024-07-01,PRD-00033,WH-002,389,44.0,8.83,False,False,False,3306.5,A
2024-07-01,PRD-00034,WH-001,289,47.7,6.06,False,False,False,745.62,C
2024-07-01,PRD-00035,WH-003,643,73.3,8.77,False,False,False,5696.98,A
2024-07-01,PRD-00036,WH-003,286,42.8,6.67,False,False,False,1778.92,B
2024-07-01,PRD-00037,WH-003,243,34.3,7.08,False,False,False,1472.58,B
2024-07-01,PRD-00038,WH-002,302,102.3,2.95,False,False,False,5719.88,A
2024-07-01,PRD-00039,WH-001,78,33.9,2.3,False,False,False,2144.22,A
2024-07-01,PRD-00040,WH-001,415,57.6,7.21,False,False,False,2639.4,A
2024-07-01,PRD-00041,WH-003,116,39.6,2.93,False,False,False,2091.48,A
2024-07-01,PRD-00042,WH-001,63,27.4,2.3,False,False,False,1281.42,A
2024-07-01,PRD-00043,WH-002,184,31.9,5.76,False,False,False,1840.0,A
2024-07-01,PRD-00044,WH-002,0,0.0,2.23,True,False,False,0.0,A
2024-07-01,PRD-00045,WH-001,0,0.0,2.69,True,False,False,0.0,A
2024-07-01,PRD-00046,WH-003,328,47.1,6.96,False,False,False,2154.96,B
2024-07-01,PRD-00047,WH-001,276,52.6,5.25,False,False,False,1007.4,C
2024-07-01,PRD-00048,WH-001,614,62.0,9.91,False,False,False,2990.18,B
2024-07-01,PRD-00049,WH-001,479,58.2,8.24,False,False,False,5072.61,A
2024-07-01,PRD-00050,WH-003,294,35.4,8.31,False,False,False,2925.3,A
2024-08-01,PRD-00001,WH-001,162,18.2,8.9,False,False,False,801.9,B
2024-08-01,PRD-00002,WH-003,483,89.2,5.41,False,False,False,1560.09,C
2024-08-01,PRD-00003,WH-001,864,91.7,9.43,False,False,False,3792.96,B
2024-08-01,PRD-00004,WH-001,150,23.2,6.45,False,False,False,1866.0,A
2024-08-01,PRD-00005,WH-003,556,75.1,7.4,False,False,False,3119.16,B
2024-08-01,PRD-00006,WH-001,516,92.4,5.59,False,False,False,3993.84,B
2024-08-01,PRD-00007,WH-003,166,23.3,7.13,False,False,False,1733.04,A
2024-08-01,PRD-00008,WH-003,383,79.9,4.79,False,False,False,1436.25,C
2024-08-01,PRD-00009,WH-002,485,56.9,8.52,False,False,False,2342.55,B
2024-08-01,PRD-00010,WH-003,111,17.1,6.5,False,False,False,298.59,C
2024-08-01,PRD-00011,WH-001,517,88.2,5.86,False,False,False,6767.53,A
2024-08-01,PRD-00012,WH-002,665,68.5,9.7,False,False,False,5532.8,A
2024-08-01,PRD-00013,WH-002,172,20.7,8.29,False,False,False,1628.84,A
2024-08-01,PRD-00014,WH-002,609,61.2,9.96,False,False,False,4543.14,A
2024-08-01,PRD-00015,WH-003,162,22.1,7.34,False,False,False,396.9,C
2024-08-01,PRD-00016,WH-002,80,10.4,7.66,False,False,False,337.6,B
2024-08-01,PRD-00017,WH-001,214,43.6,4.91,False,False,False,3019.54,A
2024-08-01,PRD-00018,WH-003,126,28.7,4.39,False,False,False,2033.64,A
2024-08-01,PRD-00019,WH-002,255,48.1,5.3,False,False,False,624.75,C
2024-08-01,PRD-00020,WH-001,481,60.1,8.01,False,False,False,3833.57,A
2024-08-01,PRD-00021,WH-001,398,66.5,5.98,False,False,False,3964.08,A
2024-08-01,PRD-00022,WH-001,279,64.3,4.34,False,False,False,742.14,C
2024-08-01,PRD-00023,WH-001,681,96.9,7.03,False,False,False,2887.44,B
2024-08-01,PRD-00024,WH-002,111,20.0,5.54,False,False,False,677.1,B
2024-08-01,PRD-00025,WH-002,292,38.9,7.51,False,False,False,2411.92,A
2024-08-01,PRD-00026,WH-003,155,26.9,5.76,False,False,False,1853.8,A
2024-08-01,PRD-00027,WH-002,122,24.0,5.09,False,False,False,1359.08,A
2024-08-01,PRD-00028,WH-003,516,57.2,9.02,False,False,False,3993.84,A
2024-08-01,PRD-00029,WH-002,33,7.0,4.69,False,False,False,122.1,C
2024-08-01,PRD-00030,WH-001,97,10.4,9.33,False,False,True,709.07,A
2024-08-01,PRD-00031,WH-003,304,45.0,6.76,False,False,False,1665.92,B
2024-08-01,PRD-00032,WH-003,513,51.5,9.95,False,False,False,820.8,C
2024-08-01,PRD-00033,WH-001,379,45.0,8.43,False,False,False,3221.5,A
2024-08-01,PRD-00034,WH-003,491,84.9,5.79,False,False,False,1266.78,C
2024-08-01,PRD-00035,WH-002,365,43.6,8.37,False,False,False,3233.9,A
2024-08-01,PRD-00036,WH-001,369,57.9,6.37,False,False,False,2295.18,B
2024-08-01,PRD-00037,WH-001,109,16.1,6.76,False,False,False,660.54,B
2024-08-01,PRD-00038,WH-001,256,90.8,2.82,False,False,False,4848.64,A
2024-08-01,PRD-00039,WH-003,86,39.2,2.2,False,False,False,2364.14,A
2024-08-01,PRD-00040,WH-001,410,59.6,6.88,False,False,False,2607.6,A
2024-08-01,PRD-00041,WH-003,61,21.8,2.8,False,False,False,1099.83,A
2024-08-01,PRD-00042,WH-002,118,53.7,2.2,False,False,False,2400.12,A
2024-08-01,PRD-00043,WH-001,145,26.4,5.5,False,False,False,1450.0,A
2024-08-01,PRD-00044,WH-002,46,21.7,2.12,False,False,False,1253.96,A
2024-08-01,PRD-00045,WH-003,53,20.7,2.57,False,False,False,961.95,A
2024-08-01,PRD-00046,WH-002,402,60.5,6.65,False,False,False,2641.14,B
2024-08-01,PRD-00047,WH-003,486,97.0,5.01,False,True,False,1773.9,C
2024-08-01,PRD-00048,WH-002,513,54.2,9.46,False,False,False,2498.31,B
2024-08-01,PRD-00049,WH-003,196,24.9,7.86,False,False,False,2075.64,A
2024-08-01,PRD-00050,WH-003,142,17.9,7.93,False,False,False,1412.9,A
2024-09-01,PRD-00001,WH-001,380,44.8,8.47,False,False,False,1881.0,B
2024-09-01,PRD-00002,WH-002,288,55.9,5.15,False,False,False,930.24,C
2024-09-01,PRD-00003,WH-003,397,44.2,8.98,False,False,False,1742.83,B
2024-09-01,PRD-00004,WH-001,392,63.8,6.15,False,False,False,4876.48,A
2024-09-01,PRD-00005,WH-002,521,73.9,7.05,False,False,False,2922.81,B
2024-09-01,PRD-00006,WH-001,557,104.7,5.32,False,False,False,4311.18,B
2024-09-01,PRD-00007,WH-003,50,7.4,6.79,False,False,True,522.0,A
2024-09-01,PRD-00008,WH-002,76,16.6,4.57,False,False,False,285.0,C
2024-09-01,PRD-00009,WH-001,616,75.9,8.12,False,False,False,2975.28,B
2024-09-01,PRD-00010,WH-003,381,61.5,6.19,False,False,False,1024.89,C
2024-09-01,PRD-00011,WH-002,390,69.9,5.58,False,False,False,5105.1,A
2024-09-01,PRD-00012,WH-001,743,80.4,9.24,False,False,False,6181.76,A
2024-09-01,PRD-00013,WH-002,442,56.0,7.89,False,False,False,4185.74,A
2024-09-01,PRD-00014,WH-001,545,57.5,9.48,False,False,False,4065.7,A
2024-09-01,PRD-00015,WH-002,281,40.2,6.99,False,False,False,688.45,C
2024-09-01,PRD-00016,WH-001,315,43.2,7.3,False,False,False,1329.3,B
2024-09-01,PRD-00017,WH-002,361,77.2,4.68,False,False,False,5093.71,A
2024-09-01,PRD-00018,WH-003,81,19.4,4.18,False,False,False,1307.34,A
2024-09-01,PRD-00019,WH-003,293,58.0,5.05,False,False,False,717.85,C
2024-09-01,PRD-00020,WH-002,132,17.3,7.63,False,False,False,1052.04,A
2024-09-01,PRD-00021,WH-001,295,51.8,5.7,False,False,False,2938.2,A
2024-09-01,PRD-00022,WH-003,262,63.4,4.13,False,False,False,696.92,C
2024-09-01,PRD-00023,WH-001,196,29.3,6.69,False,False,False,831.04,B
2024-09-01,PRD-00024,WH-001,245,46.5,5.27,False,False,False,1494.5,B
2024-09-01,PRD-00025,WH-002,528,73.9,7.15,False,False,False,4361.28,A
2024-09-01,PRD-00026,WH-002,362,66.0,5.48,False,False,False,4329.52,A
2024-09-01,PRD-00027,WH-003,234,48.3,4.85,False,False,False,2606.76,A
2024-09-01,PRD-00028,WH-003,56,6.5,8.59,False,False,True,433.44,A
2024-09-01,PRD-00029,WH-002,149,33.4,4.46,False,False,False,551.3,C
2024-09-01,PRD-00030,WH-002,472,53.1,8.88,False,False,False,3450.32,A
2024-09-01,PRD-00031,WH-001,208,32.3,6.44,False,False,False,1139.84,B
2024-09-01,PRD-00032,WH-003,825,87.0,9.48,False,False,False,1320.0,C
2024-09-01,PRD-00033,WH-001,241,30.0,8.03,False,False,False,2048.5,A
2024-09-01,PRD-00034,WH-001,467,84.8,5.51,False,False,False,1204.86,C
2024-09-01,PRD-00035,WH-002,309,38.8,7.97,False,False,False,2737.74,A
2024-09-01,PRD-00036,WH-003,7,1.2,6.07,False,False,False,43.54,B
2024-09-01,PRD-00037,WH-003,286,44.4,6.44,False,False,False,1733.16,B
2024-09-01,PRD-00038,WH-001,285,106.1,2.68,False,False,False,5397.9,A
2024-09-01,PRD-00039,WH-001,157,75.1,2.09,False,False,False,4315.93,A
2024-09-01,PRD-00040,WH-002,399,60.9,6.55,False,False,False,2537.64,A
2024-09-01,PRD-00041,WH-001,62,23.3,2.66,False,False,False,1117.86,A
2024-09-01,PRD-00042,WH-002,0,0.0,2.09,True,False,False,0.0,A
2024-09-01,PRD-00043,WH-001,56,10.7,5.24,False,False,True,560.0,A
2024-09-01,PRD-00044,WH-001,71,35.1,2.02,False,False,False,1935.46,A
2024-09-01,PRD-00045,WH-001,116,47.5,2.44,False,False,False,2105.4,A
2024-09-01,PRD-00046,WH-001,61,9.6,6.33,False,False,False,400.77,B
2024-09-01,PRD-00047,WH-002,33,6.9,4.77,False,False,False,120.45,C
2024-09-01,PRD-00048,WH-001,744,82.6,9.01,False,False,False,3623.28,B
2024-09-01,PRD-00049,WH-002,357,47.7,7.49,False,False,False,3780.63,A
2024-09-01,PRD-00050,WH-003,503,66.6,7.55,False,False,False,5004.85,A
2024-10-01,PRD-00001,WH-001,703,75.4,9.32,False,False,False,3479.85,B
2024-10-01,PRD-00002,WH-001,298,52.6,5.67,False,False,False,962.54,C
2024-10-01,PRD-00003,WH-002,347,35.1,9.87,False,False,False,1523.33,B
2024-10-01,PRD-00004,WH-003,258,38.2,6.76,False,False,False,3209.52,A
2024-10-01,PRD-00005,WH-002,356,45.9,7.76,False,False,False,1997.16,B
2024-10-01,PRD-00006,WH-001,422,72.1,5.85,False,False,False,3266.28,B
2024-10-01,PRD-00007,WH-001,282,37.8,7.47,False,False,False,2944.08,A
2024-10-01,PRD-00008,WH-001,225,44.8,5.02,False,False,False,843.75,C
2024-10-01,PRD-00009,WH-003,840,94.1,8.93,False,False,False,4057.2,B
2024-10-01,PRD-00010,WH-003,105,15.4,6.81,False,False,False,282.45,C
2024-10-01,PRD-00011,WH-003,560,91.2,6.14,False,False,False,7330.4,A
2024-10-01,PRD-00012,WH-003,353,34.7,10.16,False,False,False,2936.96,A
2024-10-01,PRD-00013,WH-002,278,32.0,8.68,False,False,False,2632.66,A
2024-10-01,PRD-00014,WH-002,564,54.1,10.43,False,False,False,4207.44,A
2024-10-01,PRD-00015,WH-002,265,34.4,7.69,False,False,False,649.25,C
2024-10-01,PRD-00016,WH-001,394,49.1,8.03,False,False,False,1662.68,B
2024-10-01,PRD-00017,WH-001,368,71.5,5.15,False,False,False,5192.48,A
2024-10-01,PRD-00018,WH-002,122,26.5,4.6,False,False,False,1969.08,A
2024-10-01,PRD-00019,WH-002,140,25.2,5.56,False,False,False,343.0,C
2024-10-01,PRD-00020,WH-002,193,23.0,8.39,False,False,False,1538.21,A
2024-10-01,PRD-00021,WH-002,467,74.5,6.27,False,False,False,4651.32,A
2024-10-01,PRD-00022,WH-003,477,104.9,4.55,False,True,False,1268.82,C
2024-10-01,PRD-00023,WH-003,310,42.1,7.36,False,False,False,1314.4,B
2024-10-01,PRD-00024,WH-002,170,29.3,5.8,False,False,False,1037.0,B
2024-10-01,PRD-00025,WH-001,431,54.8,7.86,False,False,False,3560.06,A
2024-10-01,PRD-00026,WH-001,273,45.3,6.03,False,False,False,3265.08,A
2024-10-01,PRD-00027,WH-003,247,46.3,5.33,False,False,False,2751.58,A
2024-10-01,PRD-00028,WH-002,760,80.5,9.45,False,False,False,5882.4,A
2024-10-01,PRD-00029,WH-003,120,24.4,4.91,False,False,False,444.0,C
2024-10-01,PRD-00030,WH-003,267,27.3,9.77,False,False,False,1951.77,A
2024-10-01,PRD-00031,WH-001,161,22.7,7.08,False,False,False,882.28,B
2024-10-01,PRD-00032,WH-002,132,12.7,10.43,False,False,False,211.2,C
2024-10-01,PRD-00033,WH-003,209,23.7,8.83,False,False,False,1776.5,A
2024-10-01,PRD-00034,WH-001,429,70.8,6.06,False,False,False,1106.82,C
2024-10-01,PRD-00035,WH-001,160,18.2,8.77,False,False,False,1417.6,A
2024-10-01,PRD-00036,WH-001,269,40.3,6.67,False,False,False,1673.18,B
2024-10-01,PRD-00037,WH-002,402,56.8,7.08,False,False,False,2436.12,B
2024-10-01,PRD-00038,WH-003,341,115.5,2.95,False,False,False,6458.54,A
2024-10-01,PRD-00039,WH-001,167,72.6,2.3,False,False,False,4590.83,A
2024-10-01,PRD-00040,WH-002,315,43.7,7.21,False,False,False,2003.4,A
2024-10-01,PRD-00041,WH-001,27,9.2,2.93,False,False,True,486.81,A
2024-10-01,PRD-00042,WH-003,0,0.0,2.3,True,False,False,0.0,A
2024-10-01,PRD-00043,WH-002,51,8.9,5.76,False,False,True,510.0,A
2024-10-01,PRD-00044,WH-003,36,16.2,2.23,False,False,False,981.36,A
2024-10-01,PRD-00045,WH-001,266,99.0,2.69,False,False,False,4827.9,A
2024-10-01,PRD-00046,WH-002,120,17.2,6.96,False,False,False,788.4,B
2024-10-01,PRD-00047,WH-001,308,58.7,5.25,False,False,False,1124.2,C
2024-10-01,PRD-00048,WH-002,979,98.8,9.91,False,False,False,4767.73,B
2024-10-01,PRD-00049,WH-001,295,35.8,8.24,False,False,False,3124.05,A
2024-10-01,PRD-00050,WH-002,436,52.5,8.31,False,False,False,4338.2,A
2024-11-01,PRD-00001,WH-002,305,26.7,11.44,False,False,False,1509.75,B
2024-11-01,PRD-00002,WH-002,92,13.2,6.96,False,False,False,297.16,C
2024-11-01,PRD-00003,WH-003,827,68.2,12.12,False,False,False,3630.53,B
2024-11-01,PRD-00004,WH-002,202,24.3,8.3,False,False,False,2512.88,A
2024-11-01,PRD-00005,WH-003,308,32.4,9.52,False,False,False,1727.88,B
2024-11-01,PRD-00006,WH-003,345,48.0,7.18,False,False,False,2670.3,B
2024-11-01,PRD-00007,WH-002,202,22.0,9.16,False,False,False,2108.88,A
2024-11-01,PRD-00008,WH-002,238,38.6,6.16,False,False,False,892.5,C
2024-11-01,PRD-00009,WH-001,674,61.5,10.96,False,False,False,3255.42,B
2024-11-01,PRD-00010,WH-002,237,28.4,8.36,False,False,False,637.53,C
2024-11-01,PRD-00011,WH-001,382,50.7,7.53,False,False,False,5000.38,A
2024-11-01,PRD-00012,WH-002,841,67.4,12.47,False,False,False,6997.12,A
2024-11-01,PRD-00013,WH-001,0,0.0,10.66,True,False,False,0.0,A
2024-11-01,PRD-00014,WH-001,721,56.3,12.8,False,False,False,5378.66,A
2024-11-01,PRD-00015,WH-003,400,42.4,9.44,False,False,False,980.0,C
2024-11-01,PRD-00016,WH-002,260,26.4,9.85,False,False,False,1097.2,B
2024-11-01,PRD-00017,WH-001,138,21.9,6.31,False,False,False,1947.18,A
2024-11-01,PRD-00018,WH-003,88,15.6,5.64,False,False,False,1420.32,A
2024-11-01,PRD-00019,WH-002,297,43.6,6.82,False,False,False,727.65,C
2024-11-01,PRD-00020,WH-001,386,37.5,10.3,False,False,False,3076.42,A
2024-11-01,PRD-00021,WH-002,414,53.8,7.69,False,False,False,4123.44,A
2024-11-01,PRD-00022,WH-002,22,3.9,5.58,False,False,False,58.52,C
2024-11-01,PRD-00023,WH-001,620,68.6,9.04,False,False,False,2628.8,B
2024-11-01,PRD-00024,WH-002,313,44.0,7.12,False,False,False,1909.3,B
2024-11-01,PRD-00025,WH-003,119,12.3,9.65,False,False,True,982.94,A
2024-11-01,PRD-00026,WH-001,316,42.7,7.4,False,False,False,3779.36,A
2024-11-01,PRD-00027,WH-003,377,57.6,6.54,False,False,False,4199.78,A
2024-11-01,PRD-00028,WH-001,0,67.6,11.59,True,False,False,0.0,A
2024-11-01,PRD-00029,WH-003,488,81.0,6.03,False,False,False,1805.6,C
2024-11-01,PRD-00030,WH-002,820,68.4,11.99,False,False,False,5994.2,A
2024-11-01,PRD-00031,WH-003,287,33.0,8.69,False,False,False,1572.76,B
2024-11-01,PRD-00032,WH-003,198,15.5,12.8,False,False,False,316.8,C
2024-11-01,PRD-00033,WH-003,344,31.7,10.84,False,False,False,2924.0,A
2024-11-01,PRD-00034,WH-001,285,38.3,7.44,False,False,False,735.3,C
2024-11-01,PRD-00035,WH-002,483,44.9,10.76,False,False,False,4279.38,A
2024-11-01,PRD-00036,WH-002,304,37.1,8.19,False,False,False,1890.88,B
2024-11-01,PRD-00037,WH-003,471,54.2,8.69,False,False,False,2854.26,B
2024-11-01,PRD-00038,WH-002,342,94.4,3.62,False,False,False,6477.48,A
2024-11-01,PRD-00039,WH-003,167,59.1,2.82,False,False,False,4590.83,A
2024-11-01,PRD-00040,WH-002,555,62.7,8.85,False,False,False,3529.8,A
2024-11-01,PRD-00041,WH-002,86,23.9,3.6,False,False,False,1550.58,A
2024-11-01,PRD-00042,WH-003,114,40.4,2.82,False,False,False,2318.76,A
2024-11-01,PRD-00043,WH-003,350,49.5,7.07,False,False,False,3500.0,A
2024-11-01,PRD-00044,WH-003,26,9.5,2.73,False,False,True,708.76,A
2024-11-01,PRD-00045,WH-003,145,44.0,3.3,False,False,False,2631.75,A
2024-11-01,PRD-00046,WH-002,504,59.0,8.54,False,False,False,3311.28,B
2024-11-01,PRD-00047,WH-002,336,52.1,6.44,False,False,False,1226.4,C
2024-11-01,PRD-00048,WH-003,578,47.5,12.16,False,False,False,2814.86,B
2024-11-01,PRD-00049,WH-003,342,33.8,10.11,False,False,False,3621.78,A
2024-11-01,PRD-00050,WH-001,569,55.8,10.19,False,False,False,5661.55,A
2024-12-01,PRD-00001,WH-003,55,4.3,12.71,False,False,False,272.25,B
2024-12-01,PRD-00002,WH-002,398,51.5,7.73,False,False,False,1285.54,C
2024-12-01,PRD-00003,WH-003,185,13.7,13.46,False,False,False,812.15,B
2024-12-01,PRD-00004,WH-002,217,23.5,9.22,False,False,False,2699.48,A
2024-12-01,PRD-00005,WH-001,848,80.2,10.58,False,False,False,4757.28,B
2024-12-01,PRD-00006,WH-003,95,11.9,7.98,False,False,False,735.3,B
2024-12-01,PRD-00007,WH-002,348,34.2,10.18,False,False,False,3633.12,A
2024-12-01,PRD-00008,WH-003,313,45.7,6.85,False,False,False,1173.75,C
2024-12-01,PRD-00009,WH-002,442,36.3,12.18,False,False,False,2134.86,B
2024-12-01,PRD-00010,WH-002,0,0.0,9.29,True,False,False,0.0,C
2024-12-01,PRD-00011,WH-001,306,36.6,8.37,False,False,False,4005.54,A
2024-12-01,PRD-00012,WH-002,1132,81.7,13.86,False,False,False,9418.24,A
2024-12-01,PRD-00013,WH-001,386,32.6,11.84,False,False,False,3655.42,A
2024-12-01,PRD-00014,WH-002,529,37.2,14.23,False,False,False,3946.34,A
2024-12-01,PRD-00015,WH-002,240,22.9,10.49,False,False,False,588.0,C
2024-12-01,PRD-00016,WH-003,278,25.4,10.95,False,False,False,1173.16,B
2024-12-01,PRD-00017,WH-002,95,13.5,7.02,False,False,True,1340.45,A
2024-12-01,PRD-00018,WH-002,0,0.0,6.27,True,False,False,0.0,A
2024-12-01,PRD-00019,WH-001,0,0.0,7.58,True,False,False,0.0,C
2024-12-01,PRD-00020,WH-003,357,31.2,11.44,False,False,False,2845.29,A
2024-12-01,PRD-00021,WH-002,59,6.9,8.54,False,False,True,587.64,A
2024-12-01,PRD-00022,WH-001,570,92.0,6.2,False,True,False,1516.2,C
2024-12-01,PRD-00023,WH-003,192,19.1,10.04,False,False,False,814.08,B
2024-12-01,PRD-00024,WH-002,142,17.9,7.91,False,False,False,866.2,B
2024-12-01,PRD-00025,WH-003,139,13.0,10.72,False,False,True,1148.14,A
2024-12-01,PRD-00026,WH-002,536,65.2,8.23,False,False,False,6410.56,A
2024-12-01,PRD-00027,WH-003,0,24.6,7.27,True,False,False,0.0,A
2024-12-01,PRD-00028,WH-003,883,68.5,12.88,False,False,False,6834.42,A
2024-12-01,PRD-00029,WH-002,462,69.0,6.7,False,False,False,1709.4,C
2024-12-01,PRD-00030,WH-001,71,5.3,13.33,False,False,True,519.01,A
2024-12-01,PRD-00031,WH-002,254,26.3,9.65,False,False,False,1391.92,B
2024-12-01,PRD-00032,WH-002,18,1.3,14.22,False,False,False,28.8,C
2024-12-01,PRD-00033,WH-003,468,38.9,12.04,False,False,False,3978.0,A
2024-12-01,PRD-00034,WH-003,355,43.0,8.26,False,False,False,915.9,C
2024-12-01,PRD-00035,WH-001,139,11.6,11.96,False,False,True,1231.54,A
2024-12-01,PRD-00036,WH-001,541,59.4,9.1,False,False,False,3365.02,B
2024-12-01,PRD-00037,WH-001,0,0.0,9.65,True,False,False,0.0,B
2024-12-01,PRD-00038,WH-002,194,48.2,4.03,False,False,False,3674.36,A
2024-12-01,PRD-00039,WH-002,115,36.7,3.14,False,False,False,3161.35,A
2024-12-01,PRD-00040,WH-003,295,30.0,9.83,False,False,False,1876.2,A
2024-12-01,PRD-00041,WH-001,170,42.5,4.0,False,False,False,3065.1,A
2024-12-01,PRD-00042,WH-003,27,8.6,3.14,False,False,True,549.18,A
2024-12-01,PRD-00043,WH-001,0,0.0,7.86,True,False,False,0.0,A
2024-12-01,PRD-00044,WH-003,0,0.0,3.03,True,False,False,0.0,A
2024-12-01,PRD-00045,WH-003,194,52.9,3.66,False,False,False,3521.1,A
2024-12-01,PRD-00046,WH-003,238,25.1,9.49,False,False,False,1563.66,B
2024-12-01,PRD-00047,WH-001,268,37.4,7.16,False,False,False,978.2,C
2024-12-01,PRD-00048,WH-003,455,33.7,13.51,False,False,False,2215.85,B
2024-12-01,PRD-00049,WH-002,575,51.2,11.23,False,False,False,6089.25,A
2024-12-01,PRD-00050,WH-002,469,41.4,11.33,False,False,False,4666.55,A
2025-01-01,PRD-00001,WH-001,612,96.3,6.36,False,False,False,3029.4,B
2025-01-01,PRD-00002,WH-001,0,0.0,3.87,True,False,False,0.0,C
2025-01-01,PRD-00003,WH-001,542,80.5,6.73,False,False,False,2379.38,B
2025-01-01,PRD-00004,WH-003,130,28.2,4.61,False,False,False,1617.2,A
2025-01-01,PRD-00005,WH-002,575,108.7,5.29,False,False,False,3225.75,B
2025-01-01,PRD-00006,WH-002,248,62.2,3.99,False,False,False,1919.52,B
2025-01-01,PRD-00007,WH-003,523,102.7,5.09,False,False,False,5460.12,A
2025-01-01,PRD-00008,WH-003,122,35.6,3.42,False,False,False,457.5,C
2025-01-01,PRD-00009,WH-001,183,30.1,6.09,False,False,False,883.89,B
2025-01-01,PRD-00010,WH-001,689,148.4,4.64,False,True,False,1853.41,C
2025-01-01,PRD-00011,WH-001,442,105.6,4.18,False,False,False,5785.78,A
2025-01-01,PRD-00012,WH-001,713,102.9,6.93,False,False,False,5932.16,A
2025-01-01,PRD-00013,WH-003,148,25.0,5.92,False,False,False,1401.56,A
2025-01-01,PRD-00014,WH-002,881,123.9,7.11,False,False,False,6572.26,A
2025-01-01,PRD-00015,WH-002,291,55.5,5.24,False,False,False,712.95,C
2025-01-01,PRD-00016,WH-003,251,45.8,5.47,False,False,False,1059.22,B
2025-01-01,PRD-00017,WH-002,180,51.3,3.51,False,False,False,2539.8,A
2025-01-01,PRD-00018,WH-003,122,38.9,3.13,False,False,False,1969.08,A
2025-01-01,PRD-00019,WH-002,246,64.9,3.79,False,False,False,602.7,C
2025-01-01,PRD-00020,WH-002,521,91.1,5.72,False,False,False,4152.37,A
2025-01-01,PRD-00021,WH-002,372,87.1,4.27,False,False,False,3705.12,A
2025-01-01,PRD-00022,WH-002,31,10.0,3.1,False,False,False,82.46,C
2025-01-01,PRD-00023,WH-002,0,0.0,5.02,True,False,False,0.0,B
2025-01-01,PRD-00024,WH-003,619,156.5,3.96,False,False,False,3775.9,B
2025-01-01,PRD-00025,WH-002,347,64.7,5.36,False,False,False,2866.22,A
2025-01-01,PRD-00026,WH-002,429,104.3,4.11,False,False,False,5130.84,A
2025-01-01,PRD-00027,WH-002,247,68.0,3.63,False,False,False,2751.58,A
2025-01-01,PRD-00028,WH-003,342,53.1,6.44,False,False,False,2647.08,A
2025-01-01,PRD-00029,WH-001,145,43.3,3.35,False,False,False,536.5,C
2025-01-01,PRD-00030,WH-001,347,52.1,6.66,False,False,False,2536.57,A
2025-01-01,PRD-00031,WH-003,332,68.8,4.83,False,False,False,1819.36,B
2025-01-01,PRD-00032,WH-002,972,136.7,7.11,False,True,False,1555.2,C
2025-01-01,PRD-00033,WH-002,662,109.9,6.02,False,False,False,5627.0,A
2025-01-01,PRD-00034,WH-003,443,107.2,4.13,False,True,False,1142.94,C
2025-01-01,PRD-00035,WH-002,427,71.4,5.98,False,False,False,3783.22,A
2025-01-01,PRD-00036,WH-001,191,42.0,4.55,False,False,False,1188.02,B
2025-01-01,PRD-00037,WH-001,105,21.8,4.83,False,False,False,636.3,B
2025-01-01,PRD-00038,WH-003,356,176.8,2.01,False,False,False,6742.64,A
2025-01-01,PRD-00039,WH-002,61,38.9,1.57,False,False,False,1676.89,A
2025-01-01,PRD-00040,WH-003,1024,208.3,4.92,False,False,False,6512.64,A
2025-01-01,PRD-00041,WH-003,159,79.6,2.0,False,False,False,2866.77,A
2025-01-01,PRD-00042,WH-002,138,88.0,1.57,False,False,False,2806.92,A
2025-01-01,PRD-00043,WH-001,246,62.6,3.93,False,False,False,2460.0,A
2025-01-01,PRD-00044,WH-001,0,0.0,1.52,True,False,False,0.0,A
2025-01-01,PRD-00045,WH-001,57,31.1,1.83,False,False,False,1034.55,A
2025-01-01,PRD-00046,WH-002,109,23.0,4.75,False,False,False,716.13,B
2025-01-01,PRD-00047,WH-001,93,26.0,3.58,False,False,False,339.45,C
2025-01-01,PRD-00048,WH-001,1068,158.1,6.76,False,False,False,5201.16,B
2025-01-01,PRD-00049,WH-003,803,143.0,5.62,False,False,False,8503.77,A
2025-01-01,PRD-00050,WH-003,109,19.2,5.66,False,False,False,1084.55,A
2025-02-01,PRD-00001,WH-001,430,63.4,6.78,False,False,False,2128.5,B
2025-02-01,PRD-00002,WH-003,646,156.7,4.12,False,True,False,2086.58,C
2025-02-01,PRD-00003,WH-003,287,40.0,7.18,False,False,False,1259.93,B
2025-02-01,PRD-00004,WH-001,441,89.7,4.92,False,False,False,5486.04,A
2025-02-01,PRD-00005,WH-002,425,75.3,5.64,False,False,False,2384.25,B
2025-02-01,PRD-00006,WH-001,248,58.3,4.26,False,False,False,1919.52,B
2025-02-01,PRD-00007,WH-002,459,84.5,5.43,False,False,False,4791.96,A
2025-02-01,PRD-00008,WH-002,445,121.8,3.65,False,True,False,1668.75,C
2025-02-01,PRD-00009,WH-002,418,64.4,6.49,False,False,False,2018.94,B
2025-02-01,PRD-00010,WH-003,320,64.6,4.95,False,False,False,860.8,C
2025-02-01,PRD-00011,WH-002,335,75.0,4.46,False,False,False,4385.15,A
2025-02-01,PRD-00012,WH-002,784,106.1,7.39,False,False,False,6522.88,A
2025-02-01,PRD-00013,WH-002,0,0.0,6.32,True,False,False,0.0,A
