order_id,product_id,supplier_id,warehouse_id,quantity_ordered,unit_cost_gbp,total_cost_gbp,order_date,expected_delivery_date,actual_delivery_date,lead_time_days,transport_mode,weight_kg_total,is_urgent_order,order_status,supplier_name,country_of_origin,region,product_name,category_code,abc_class,unit_price_gbp,gross_margin_pct,origin_country,distance_km,emission_factor,weight_tonnes,carbon_kg_co2e,carbon_tonnes_co2e,carbon_per_unit_kg,reporting_period,scope_category,report_standard,defra_source,air_emission_factor,carbon_if_air_kg_co2e,carbon_saved_vs_air_kg
PO-000149,PRD-00009,SUP-001,WH-002,300,4.93,1479.0,2025-04-15,2025-04-20,2025-04-21,5,ROAD,188.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Bathroom Cleaner 500ml,HHE,B,6.16,21.7,United Kingdom,250.0,0.1,0.1884,4.71,0.00471,0.0157,2025-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,28.3542,23.6442
PO-000150,PRD-00009,SUP-001,WH-001,400,4.94,1976.0,2025-05-25,2025-05-29,2025-05-29,4,ROAD,251.2,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Bathroom Cleaner 500ml,HHE,B,6.16,21.7,United Kingdom,250.0,0.1,0.2512,6.28,0.00628,0.0157,2025-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,37.8056,31.5256
PO-000151,PRD-00009,SUP-001,WH-001,400,4.9,1960.0,2025-07-10,2025-07-14,2025-07-14,4,ROAD,251.2,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Bathroom Cleaner 500ml,HHE,B,6.16,21.7,United Kingdom,250.0,0.1,0.2512,6.28,0.00628,0.0157,2025-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,37.8056,31.5256
PO-000152,PRD-00009,SUP-001,WH-001,400,4.84,1936.0,2025-08-22,2025-08-25,2025-08-27,3,ROAD,251.2,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Bathroom Cleaner 500ml,HHE,B,6.16,21.7,United Kingdom,250.0,0.1,0.2512,6.28,0.00628,0.0157,2025-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,37.8056,31.5256
PO-000153,PRD-00009,SUP-001,WH-003,400,4.76,1904.0,2025-10-06,2025-10-10,2025-10-12,4,ROAD,251.2,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Bathroom Cleaner 500ml,HHE,B,6.16,21.7,United Kingdom,250.0,0.1,0.2512,6.28,0.00628,0.0157,2025-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,37.8056,31.5256
PO-000154,PRD-00009,SUP-001,WH-003,500,4.67,2335.0,2025-11-21,2025-11-24,2025-11-25,3,ROAD,314.0,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Bathroom Cleaner 500ml,HHE,B,6.16,21.7,United Kingdom,250.0,0.1,0.314,7.85,0.00785,0.0157,2025-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,47.257,39.407
PO-000155,PRD-00010,SUP-006,WH-003,288,2.7,777.6,2024-01-31,2024-02-13,2024-02-15,13,ROAD,518.98,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Multi-Surface Wipes 80-Pack,HHE,C,3.23,16.7,Italy,1800.0,0.1,0.51898,93.4164,0.093416,0.324362,2024-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,562.3667,468.9503
PO-000156,PRD-00010,SUP-006,WH-003,336,2.72,913.92,2024-04-04,2024-04-19,2024-04-19,15,ROAD,605.47,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Multi-Surface Wipes 80-Pack,HHE,C,3.23,16.7,Italy,1800.0,0.1,0.6054700000000001,108.9846,0.108985,0.324359,2024-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,656.0873,547.1027
PO-000157,PRD-00010,SUP-006,WH-002,384,2.71,1040.64,2024-06-01,2024-06-18,2024-06-17,17,ROAD,691.97,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Multi-Surface Wipes 80-Pack,HHE,C,3.23,16.7,Italy,1800.0,0.1,0.69197,124.5546,0.124555,0.324361,2024-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,749.8187,625.2641
PO-000158,PRD-00010,SUP-006,WH-001,384,2.71,1040.64,2024-08-05,2024-08-19,2024-08-19,14,ROAD,691.97,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Multi-Surface Wipes 80-Pack,HHE,C,3.23,16.7,Italy,1800.0,0.1,0.69197,124.5546,0.124555,0.324361,2024-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,749.8187,625.2641
PO-000159,PRD-00010,SUP-006,WH-001,384,2.67,1025.28,2024-10-01,2024-10-14,2024-10-16,13,ROAD,691.97,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Multi-Surface Wipes 80-Pack,HHE,C,3.23,16.7,Italy,1800.0,0.1,0.69197,124.5546,0.124555,0.324361,2024-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,749.8187,625.2641
PO-000160,PRD-00010,SUP-006,WH-003,576,2.72,1566.72,2024-12-01,2024-12-22,2024-12-22,21,ROAD,1037.95,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Multi-Surface Wipes 80-Pack,HHE,C,3.23,16.7,Italy,1800.0,0.1,1.0379500000000002,186.831,0.186831,0.324359,2024-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,1124.7226,937.8916
PO-000161,PRD-00010,SUP-006,WH-003,288,2.64,760.32,2025-02-04,2025-02-17,2025-02-18,13,ROAD,518.98,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Multi-Surface Wipes 80-Pack,HHE,C,3.23,16.7,Italy,1800.0,0.1,0.51898,93.4164,0.093416,0.324362,2025-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,562.3667,468.9503
PO-000162,PRD-00010,SUP-006,WH-003,336,2.65,890.4,2025-04-05,2025-04-18,2025-04-20,13,ROAD,605.47,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Multi-Surface Wipes 80-Pack,HHE,C,3.23,16.7,Italy,1800.0,0.1,0.6054700000000001,108.9846,0.108985,0.324359,2025-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,656.0873,547.1027
PO-000163,PRD-00010,SUP-006,WH-002,384,2.76,1059.84,2025-06-06,2025-06-17,2025-06-18,11,ROAD,691.97,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Multi-Surface Wipes 80-Pack,HHE,C,3.23,16.7,Italy,1800.0,0.1,0.69197,124.5546,0.124555,0.324361,2025-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,749.8187,625.2641
PO-000164,PRD-00010,SUP-006,WH-003,384,2.57,986.88,2025-08-02,2025-08-14,2025-08-14,12,ROAD,691.97,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Multi-Surface Wipes 80-Pack,HHE,C,3.23,16.7,Italy,1800.0,0.1,0.69197,124.5546,0.124555,0.324361,2025-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,749.8187,625.2641
PO-000165,PRD-00010,SUP-006,WH-002,384,2.65,1017.6,2025-09-29,2025-10-09,2025-10-11,10,ROAD,691.97,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Multi-Surface Wipes 80-Pack,HHE,C,3.23,16.7,Italy,1800.0,0.1,0.69197,124.5546,0.124555,0.324361,2025-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,749.8187,625.2641
PO-000166,PRD-00010,SUP-006,WH-003,576,2.69,1549.44,2025-12-02,2025-12-12,2025-12-11,10,ROAD,1037.95,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Multi-Surface Wipes 80-Pack,HHE,C,3.23,16.7,Italy,1800.0,0.1,1.0379500000000002,186.831,0.186831,0.324359,2025-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,1124.7226,937.8916
PO-000167,PRD-00011,SUP-006,WH-003,100,13.0,1300.0,2024-01-18,2024-02-03,2024-02-04,16,ROAD,144.5,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.1445,26.01,0.02601,0.2601,2024-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,156.5802,130.5702
PO-000168,PRD-00011,SUP-006,WH-003,100,12.9,1290.0,2024-02-13,2024-02-28,2024-02-29,15,ROAD,144.5,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.1445,26.01,0.02601,0.2601,2024-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,156.5802,130.5702
PO-000169,PRD-00011,SUP-006,WH-002,200,13.13,2626.0,2024-03-17,2024-03-27,2024-03-26,10,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2024-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000170,PRD-00011,SUP-006,WH-001,200,13.32,2664.0,2024-04-15,2024-05-11,2024-05-14,26,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2024-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000171,PRD-00011,SUP-006,WH-003,200,13.0,2600.0,2024-05-11,2024-05-21,2024-05-23,10,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2024-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000172,PRD-00011,SUP-006,WH-002,200,13.03,2606.0,2024-06-06,2024-06-17,2024-06-20,11,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2024-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000173,PRD-00011,SUP-006,WH-001,200,13.38,2676.0,2024-07-10,2024-07-23,2024-07-22,13,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2024-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000174,PRD-00011,SUP-006,WH-002,200,13.01,2602.0,2024-08-09,2024-08-22,2024-08-21,13,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2024-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000175,PRD-00011,SUP-006,WH-001,200,13.01,2602.0,2024-09-04,2024-09-18,2024-09-19,14,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2024-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000176,PRD-00011,SUP-006,WH-003,200,13.04,2608.0,2024-09-29,2024-10-13,2024-10-12,14,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2024-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000177,PRD-00011,SUP-006,WH-003,200,13.11,2622.0,2024-11-01,2024-11-16,2024-11-17,15,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2024-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000178,PRD-00011,SUP-006,WH-001,200,12.76,2552.0,2024-11-28,2024-12-09,2024-12-11,11,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2024-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000179,PRD-00011,SUP-006,WH-003,300,12.96,3888.0,2024-12-28,2025-01-10,2025-01-12,13,ROAD,433.5,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.4335,78.03,0.07803,0.2601,2025-01,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,469.7406,391.7106
PO-000180,PRD-00011,SUP-006,WH-002,100,13.26,1326.0,2025-01-25,2025-02-09,2025-02-12,15,ROAD,144.5,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.1445,26.01,0.02601,0.2601,2025-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,156.5802,130.5702
PO-000181,PRD-00011,SUP-006,WH-003,100,13.23,1323.0,2025-02-25,2025-03-14,2025-03-14,17,ROAD,144.5,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.1445,26.01,0.02601,0.2601,2025-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,156.5802,130.5702
PO-000182,PRD-00011,SUP-006,WH-003,200,13.46,2692.0,2025-03-24,2025-04-05,2025-04-04,12,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2025-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000183,PRD-00011,SUP-006,WH-003,200,12.81,2562.0,2025-04-25,2025-05-11,2025-05-13,16,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2025-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000184,PRD-00011,SUP-006,WH-002,200,13.1,2620.0,2025-05-20,2025-06-04,2025-06-04,15,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2025-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000185,PRD-00011,SUP-006,WH-002,200,13.34,2668.0,2025-06-14,2025-06-27,2025-06-27,13,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2025-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000186,PRD-00011,SUP-006,WH-002,200,13.12,2624.0,2025-07-12,2025-07-24,2025-07-25,12,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2025-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000187,PRD-00011,SUP-006,WH-001,200,12.72,2544.0,2025-08-12,2025-08-22,2025-08-25,10,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2025-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000188,PRD-00011,SUP-006,WH-001,200,13.45,2690.0,2025-09-11,2025-09-21,2025-09-24,10,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2025-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000189,PRD-00011,SUP-006,WH-001,200,13.17,2634.0,2025-10-14,2025-10-26,2025-10-27,12,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2025-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000190,PRD-00011,SUP-006,WH-002,200,13.21,2642.0,2025-11-17,2025-11-29,2025-11-29,12,ROAD,289.0,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.289,52.02,0.05202,0.2601,2025-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,313.1604,261.1404
PO-000191,PRD-00011,SUP-006,WH-002,300,12.95,3885.0,2025-12-18,2026-01-01,2025-12-31,14,ROAD,433.5,False,DELIVERED,MedTrade SRL,Italy,EUROPEAN,Sponge Scourers 10-Pack,HHE,A,16.13,18.8,Italy,1800.0,0.1,0.4335,78.03,0.07803,0.2601,2025-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,469.7406,391.7106
PO-000192,PRD-00012,SUP-001,WH-002,200,8.28,1656.0,2024-01-01,2024-01-07,2024-01-06,6,ROAD,283.6,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.2836,7.09,0.00709,0.03545,2024-01,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,42.6818,35.5918
PO-000193,PRD-00012,SUP-001,WH-001,200,8.22,1644.0,2024-01-28,2024-02-02,2024-02-03,5,ROAD,283.6,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.2836,7.09,0.00709,0.03545,2024-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,42.6818,35.5918
PO-000194,PRD-00012,SUP-001,WH-001,200,8.1,1620.0,2024-02-26,2024-03-03,2024-03-02,6,ROAD,283.6,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.2836,7.09,0.00709,0.03545,2024-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,42.6818,35.5918
PO-000195,PRD-00012,SUP-001,WH-001,300,8.26,2478.0,2024-04-01,2024-04-04,2024-04-07,3,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2024-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000196,PRD-00012,SUP-001,WH-002,300,8.45,2535.0,2024-05-03,2024-05-07,2024-05-06,4,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2024-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000197,PRD-00012,SUP-001,WH-003,300,8.58,2574.0,2024-06-04,2024-06-07,2024-06-10,3,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2024-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000198,PRD-00012,SUP-001,WH-003,300,8.15,2445.0,2024-06-29,2024-07-03,2024-07-03,4,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2024-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000199,PRD-00012,SUP-001,WH-002,300,8.04,2412.0,2024-08-03,2024-08-08,2024-08-07,5,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2024-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000200,PRD-00012,SUP-001,WH-002,300,8.16,2448.0,2024-08-29,2024-09-03,2024-09-02,5,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2024-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000201,PRD-00012,SUP-001,WH-003,300,8.37,2511.0,2024-09-26,2024-10-01,2024-10-04,5,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2024-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000202,PRD-00012,SUP-001,WH-001,300,8.47,2541.0,2024-10-21,2024-10-25,2024-10-26,4,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2024-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000203,PRD-00012,SUP-001,WH-003,400,8.4,3360.0,2024-11-23,2024-11-26,2024-11-29,3,ROAD,567.2,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.5672,14.18,0.01418,0.03545,2024-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,85.3636,71.1836
PO-000204,PRD-00012,SUP-001,WH-003,400,8.55,3420.0,2024-12-26,2024-12-31,2024-12-30,5,ROAD,567.2,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.5672,14.18,0.01418,0.03545,2024-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,85.3636,71.1836
PO-000205,PRD-00012,SUP-001,WH-002,200,8.32,1664.0,2025-01-25,2025-01-30,2025-02-01,5,ROAD,283.6,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.2836,7.09,0.00709,0.03545,2025-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,42.6818,35.5918
PO-000206,PRD-00012,SUP-001,WH-002,200,7.99,1598.0,2025-02-20,2025-02-24,2025-02-23,4,ROAD,283.6,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.2836,7.09,0.00709,0.03545,2025-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,42.6818,35.5918
PO-000207,PRD-00012,SUP-001,WH-003,200,8.26,1652.0,2025-03-23,2025-03-26,2025-03-28,3,ROAD,283.6,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.2836,7.09,0.00709,0.03545,2025-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,42.6818,35.5918
PO-000208,PRD-00012,SUP-001,WH-001,300,8.02,2406.0,2025-04-26,2025-04-29,2025-04-29,3,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2025-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000209,PRD-00012,SUP-001,WH-002,300,8.05,2415.0,2025-05-29,2025-06-01,2025-06-02,3,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2025-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000210,PRD-00012,SUP-001,WH-002,300,8.05,2415.0,2025-06-27,2025-07-01,2025-07-01,4,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2025-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000211,PRD-00012,SUP-001,WH-003,300,8.58,2574.0,2025-07-23,2025-07-28,2025-07-27,5,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2025-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000212,PRD-00012,SUP-001,WH-003,300,8.19,2457.0,2025-08-19,2025-08-23,2025-08-26,4,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2025-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
PO-000213,PRD-00012,SUP-001,WH-003,300,8.29,2487.0,2025-09-16,2025-09-20,2025-09-22,4,ROAD,425.4,False,DELIVERED,BritGoods Ltd,United Kingdom,DOMESTIC,Paper Towels 12-Roll,HHE,A,9.74,14.6,United Kingdom,250.0,0.1,0.4254,10.635,0.010635,0.03545,2025-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,64.0227,53.3877
